Register Output,Fraction,Guess for r,guess1,guess2,iterations
111001111111(bin) = 3711(dec),29/32,32,5,1,0
111010000000(bin) = 3712(dec),29/32,32,5,1,0
111010000001(bin) = 3713(dec),29/32,32,5,1,0
111010001001(bin) = 3721(dec),10/11,11,1,11,0
111010001011(bin) = 3723(dec),10/11,11,1,11,0
111010001100(bin) = 3724(dec),10/11,11,1,11,0
111010001101(bin) = 3725(dec),10/11,11,1,11,0
111010001110(bin) = 3726(dec),10/11,11,1,11,0
111010001111(bin) = 3727(dec),10/11,11,1,11,0
111010010000(bin) = 3728(dec),41/45,45,1,5,0
111010010001(bin) = 3729(dec),41/45,45,1,5,0
111010010010(bin) = 3730(dec),41/45,45,1,5,0
111010010011(bin) = 3731(dec),41/45,45,1,5,0
111010010100(bin) = 3732(dec),41/45,45,1,5,0
111010010101(bin) = 3733(dec),41/45,45,1,5,0
111010101001(bin) = 3753(dec),11/12,12,1,5,0
111010101010(bin) = 3754(dec),11/12,12,1,5,0
111010101011(bin) = 3755(dec),11/12,12,1,5,0
111010101100(bin) = 3756(dec),11/12,12,1,5,0
111010101101(bin) = 3757(dec),11/12,12,1,5,0
111010101110(bin) = 3758(dec),11/12,12,1,5,0
111010101111(bin) = 3759(dec),45/49,49,5,1,0
111010110000(bin) = 3760(dec),45/49,49,5,1,0
111010110001(bin) = 3761(dec),45/49,49,5,1,0
111010110010(bin) = 3762(dec),45/49,49,5,1,0
111010110011(bin) = 3763(dec),34/37,37,1,5,0
111010110100(bin) = 3764(dec),34/37,37,1,5,0
111010110101(bin) = 3765(dec),34/37,37,1,5,0
111010110110(bin) = 3766(dec),34/37,37,1,5,0
111010110111(bin) = 3767(dec),23/25,25,5,1,0
111010111000(bin) = 3768(dec),23/25,25,5,1,0
111010111001(bin) = 3769(dec),23/25,25,5,1,0
111010111010(bin) = 3770(dec),23/25,25,5,1,0
111010111110(bin) = 3774(dec),47/51,51,1,11,0
111010111111(bin) = 3775(dec),47/51,51,1,11,0
111011000000(bin) = 3776(dec),47/51,51,1,11,0
111011000001(bin) = 3777(dec),47/51,51,1,11,0
111011000010(bin) = 3778(dec),12/13,13,1,5,0
111011000011(bin) = 3779(dec),12/13,13,1,5,0
111011000100(bin) = 3780(dec),12/13,13,1,5,0
111011000101(bin) = 3781(dec),12/13,13,1,5,0
111011000110(bin) = 3782(dec),12/13,13,1,5,0
111011000111(bin) = 3783(dec),12/13,13,1,5,0
111011001000(bin) = 3784(dec),49/53,53,1,5,0
111011001001(bin) = 3785(dec),49/53,53,1,5,0
111011001010(bin) = 3786(dec),49/53,53,1,5,0
111011001011(bin) = 3787(dec),49/53,53,1,5,0
111011100100(bin) = 3812(dec),27/29,29,1,5,0
111011100101(bin) = 3813(dec),27/29,29,1,5,0
111011100110(bin) = 3814(dec),27/29,29,1,5,0
111011100111(bin) = 3815(dec),27/29,29,1,5,0
111011101000(bin) = 3816(dec),41/44,44,1,5,0
111011101001(bin) = 3817(dec),41/44,44,1,5,0
111011101010(bin) = 3818(dec),41/44,44,1,5,0
111011101011(bin) = 3819(dec),41/44,44,1,5,0
111011110111(bin) = 3831(dec),29/31,31,1,11,0
111011111000(bin) = 3832(dec),29/31,31,1,11,0
111011111001(bin) = 3833(dec),29/31,31,1,11,0
111011111110(bin) = 3838(dec),15/16,16,5,1,0
111011111111(bin) = 3839(dec),15/16,16,5,1,0
111100000000(bin) = 3840(dec),15/16,16,5,1,0
111100000001(bin) = 3841(dec),15/16,16,5,1,0
111100000010(bin) = 3842(dec),15/16,16,5,1,0
111100000011(bin) = 3843(dec),46/49,49,5,1,0
111100000100(bin) = 3844(dec),46/49,49,5,1,0
111100000101(bin) = 3845(dec),46/49,49,5,1,0
111100000110(bin) = 3846(dec),46/49,49,5,1,0
111100000111(bin) = 3847(dec),31/33,33,5,1,0
111100001000(bin) = 3848(dec),31/33,33,5,1,0
111100001001(bin) = 3849(dec),47/50,50,1,11,0
111100001010(bin) = 3850(dec),47/50,50,1,11,0
111100001011(bin) = 3851(dec),47/50,50,1,11,0
111100001100(bin) = 3852(dec),47/50,50,1,11,0
111100001101(bin) = 3853(dec),16/17,17,5,1,0
111100001110(bin) = 3854(dec),16/17,17,5,1,0
111100001111(bin) = 3855(dec),16/17,17,5,1,0
111100010000(bin) = 3856(dec),16/17,17,5,1,0
111100010001(bin) = 3857(dec),16/17,17,5,1,0
111100010010(bin) = 3858(dec),49/52,52,1,5,0
111100010011(bin) = 3859(dec),49/52,52,1,5,0
111100010100(bin) = 3860(dec),49/52,52,1,5,0
111100011000(bin) = 3864(dec),50/53,53,1,5,0
111100011001(bin) = 3865(dec),50/53,53,1,5,0
111100011010(bin) = 3866(dec),50/53,53,1,5,0
111100100010(bin) = 3874(dec),35/37,37,1,5,0
111100100011(bin) = 3875(dec),35/37,37,1,5,0
111100100100(bin) = 3876(dec),35/37,37,1,5,0
111100100101(bin) = 3877(dec),35/37,37,1,5,0
111100111101(bin) = 3901(dec),20/21,21,11,5,0
111100111111(bin) = 3903(dec),20/21,21,11,5,0
111101001000(bin) = 3912(dec),43/45,45,1,5,0
111101001001(bin) = 3913(dec),43/45,45,1,5,0
111101001010(bin) = 3914(dec),43/45,45,1,5,0
111101001011(bin) = 3915(dec),43/45,45,1,5,0
111101010100(bin) = 3924(dec),23/24,24,5,1,0
111101010101(bin) = 3925(dec),23/24,24,5,1,0
111101010110(bin) = 3926(dec),23/24,24,5,1,0
111101010111(bin) = 3927(dec),23/24,24,5,1,0
111101011000(bin) = 3928(dec),47/49,49,5,1,0
111101011001(bin) = 3929(dec),47/49,49,5,1,0
111101011010(bin) = 3930(dec),47/49,49,5,1,0
111101011011(bin) = 3931(dec),24/25,25,5,1,0
111101011100(bin) = 3932(dec),24/25,25,5,1,0
111101011101(bin) = 3933(dec),24/25,25,5,1,0
111101011110(bin) = 3934(dec),49/51,51,1,11,0
111101011111(bin) = 3935(dec),49/51,51,1,11,0
111101100000(bin) = 3936(dec),49/51,51,1,11,0
111101100100(bin) = 3940(dec),51/53,53,1,5,0
111101100101(bin) = 3941(dec),51/53,53,1,5,0
111101100110(bin) = 3942(dec),51/53,53,1,5,0
111101101101(bin) = 3949(dec),27/28,28,1,5,0
111101101110(bin) = 3950(dec),27/28,28,1,5,0
111101101111(bin) = 3951(dec),27/28,28,1,5,0
111101110000(bin) = 3952(dec),27/28,28,1,5,0
111101110001(bin) = 3953(dec),28/29,29,1,5,0
111101110010(bin) = 3954(dec),28/29,29,1,5,0
111101110011(bin) = 3955(dec),28/29,29,1,5,0
111101110100(bin) = 3956(dec),28/29,29,1,5,0
111101110101(bin) = 3957(dec),28/29,29,1,5,0
111101110110(bin) = 3958(dec),29/30,30,1,11,0
111101110111(bin) = 3959(dec),29/30,30,1,11,0
111101111000(bin) = 3960(dec),29/30,30,1,11,0
111101111001(bin) = 3961(dec),29/30,30,1,11,0
111101111010(bin) = 3962(dec),30/31,31,1,11,0
111101111011(bin) = 3963(dec),30/31,31,1,11,0
111101111100(bin) = 3964(dec),30/31,31,1,11,0
111101111101(bin) = 3965(dec),30/31,31,1,11,0
111101111110(bin) = 3966(dec),31/32,32,5,1,0
111101111111(bin) = 3967(dec),31/32,32,5,1,0
111110000000(bin) = 3968(dec),31/32,32,5,1,0
111110000001(bin) = 3969(dec),31/32,32,5,1,0
111110000010(bin) = 3970(dec),32/33,33,5,1,0
111110000011(bin) = 3971(dec),32/33,33,5,1,0
111110000100(bin) = 3972(dec),32/33,33,5,1,0
111110000101(bin) = 3973(dec),32/33,33,5,1,0
111110001110(bin) = 3982(dec),35/36,36,1,5,0
111110001111(bin) = 3983(dec),35/36,36,1,5,0
111110010000(bin) = 3984(dec),36/37,37,1,5,0
111110010001(bin) = 3985(dec),36/37,37,1,5,0
111110010010(bin) = 3986(dec),36/37,37,1,5,0
111110100010(bin) = 4002(dec),43/44,44,1,5,0
111110100011(bin) = 4003(dec),43/44,44,1,5,0
111110100100(bin) = 4004(dec),44/45,45,1,5,0
111110101010(bin) = 4010(dec),47/48,48,5,1,0
111110101100(bin) = 4012(dec),48/49,49,5,1,0
111110101101(bin) = 4013(dec),48/49,49,5,1,0
111110101110(bin) = 4014(dec),49/50,50,1,11,0
111110101111(bin) = 4015(dec),50/51,51,1,11,0
111110110000(bin) = 4016(dec),50/51,51,1,11,0
111110110001(bin) = 4017(dec),51/52,52,1,5,0
111110110010(bin) = 4018(dec),52/53,53,1,5,0
111110110011(bin) = 4019(dec),52/53,53,1,5,0
