Register Output,Fraction,Guess for r,guess1,guess2,iterations
10011001000011(bin) = 9795(dec),31/52,52,1,5,0
10011001000100(bin) = 9796(dec),31/52,52,1,5,0
10011001000101(bin) = 9797(dec),31/52,52,1,5,0
10011001000111(bin) = 9799(dec),3/5,5,1,5,0
10011001001000(bin) = 9800(dec),3/5,5,1,5,0
10011001001001(bin) = 9801(dec),3/5,5,1,5,0
10011001001010(bin) = 9802(dec),3/5,5,1,5,0
10011001001011(bin) = 9803(dec),3/5,5,1,5,0
10011001001100(bin) = 9804(dec),3/5,5,1,5,0
10011001001101(bin) = 9805(dec),3/5,5,1,5,0
10011001001110(bin) = 9806(dec),3/5,5,1,5,0
10011001001111(bin) = 9807(dec),3/5,5,1,5,0
10011001010001(bin) = 9809(dec),3/5,5,1,5,0
10011001010010(bin) = 9810(dec),3/5,5,1,5,0
10011001010011(bin) = 9811(dec),3/5,5,1,5,0
10011001010100(bin) = 9812(dec),3/5,5,1,5,0
10011001010101(bin) = 9813(dec),3/5,5,1,5,0
10011001010110(bin) = 9814(dec),3/5,5,1,5,0
10011001010111(bin) = 9815(dec),3/5,5,1,5,0
10011001011000(bin) = 9816(dec),3/5,5,1,5,0
10011001011001(bin) = 9817(dec),3/5,5,1,5,0
10011001011110(bin) = 9822(dec),3/5,5,1,5,0
10011001100001(bin) = 9825(dec),3/5,5,1,5,0
10011001101100(bin) = 9836(dec),3/5,5,1,5,0
10011001101111(bin) = 9839(dec),3/5,5,1,5,0
10011001110001(bin) = 9841(dec),3/5,5,1,5,0
10011001110100(bin) = 9844(dec),3/5,5,1,5,0
10011001110101(bin) = 9845(dec),3/5,5,1,5,0
10011001110110(bin) = 9846(dec),3/5,5,1,5,0
10011001110111(bin) = 9847(dec),3/5,5,1,5,0
10011001111001(bin) = 9849(dec),3/5,5,1,5,0
10011001111010(bin) = 9850(dec),3/5,5,1,5,0
10011001111011(bin) = 9851(dec),3/5,5,1,5,0
10011001111101(bin) = 9853(dec),3/5,5,1,5,0
10011001111111(bin) = 9855(dec),3/5,5,1,5,0
10011010000000(bin) = 9856(dec),3/5,5,1,5,0
10011010000001(bin) = 9857(dec),3/5,5,1,5,0
10011010000010(bin) = 9858(dec),3/5,5,1,5,0
10011010000011(bin) = 9859(dec),3/5,5,1,5,0
10011010000100(bin) = 9860(dec),3/5,5,1,5,0
10011010000101(bin) = 9861(dec),3/5,5,1,5,0
10011010000110(bin) = 9862(dec),32/53,53,1,5,0
10011010000111(bin) = 9863(dec),32/53,53,1,5,0
10011010001000(bin) = 9864(dec),32/53,53,1,5,0
10011010001001(bin) = 9865(dec),32/53,53,1,5,0
10011010001010(bin) = 9866(dec),32/53,53,1,5,0
10011010001011(bin) = 9867(dec),32/53,53,1,5,0
10011010001101(bin) = 9869(dec),32/53,53,1,5,0
10011010001110(bin) = 9870(dec),32/53,53,1,5,0
10011010001111(bin) = 9871(dec),32/53,53,1,5,0
10011010010000(bin) = 9872(dec),32/53,53,1,5,0
10011010010001(bin) = 9873(dec),32/53,53,1,5,0
10011010010010(bin) = 9874(dec),32/53,53,1,5,0
10011010010011(bin) = 9875(dec),32/53,53,1,5,0
10011010010100(bin) = 9876(dec),32/53,53,1,5,0
10011010010101(bin) = 9877(dec),32/53,53,1,5,0
10011010010110(bin) = 9878(dec),32/53,53,1,5,0
10011010011000(bin) = 9880(dec),32/53,53,1,5,0
10011010011001(bin) = 9881(dec),32/53,53,1,5,0
10011010011010(bin) = 9882(dec),32/53,53,1,5,0
10011010011011(bin) = 9883(dec),32/53,53,1,5,0
10011010011100(bin) = 9884(dec),32/53,53,1,5,0
10011010011101(bin) = 9885(dec),32/53,53,1,5,0
10011010011110(bin) = 9886(dec),32/53,53,1,5,0
10011010011111(bin) = 9887(dec),32/53,53,1,5,0
10011010100000(bin) = 9888(dec),32/53,53,1,5,0
10011010100001(bin) = 9889(dec),32/53,53,1,5,0
10011010100010(bin) = 9890(dec),32/53,53,1,5,0
10011010100011(bin) = 9891(dec),32/53,53,1,5,0
10011010100100(bin) = 9892(dec),32/53,53,1,5,0
10011010100101(bin) = 9893(dec),32/53,53,1,5,0
10011010100110(bin) = 9894(dec),32/53,53,1,5,0
10011010100111(bin) = 9895(dec),32/53,53,1,5,0
10011010101000(bin) = 9896(dec),29/48,48,5,1,0
10011010101001(bin) = 9897(dec),29/48,48,5,1,0
10011010101010(bin) = 9898(dec),29/48,48,5,1,0
10011010101011(bin) = 9899(dec),29/48,48,5,1,0
10011010101100(bin) = 9900(dec),29/48,48,5,1,0
10011010101101(bin) = 9901(dec),29/48,48,5,1,0
10011010101110(bin) = 9902(dec),29/48,48,5,1,0
10011011000100(bin) = 9924(dec),20/33,33,5,1,0
10011011000101(bin) = 9925(dec),20/33,33,5,1,0
10011011000110(bin) = 9926(dec),20/33,33,5,1,0
10011011000111(bin) = 9927(dec),20/33,33,5,1,0
10011011001000(bin) = 9928(dec),20/33,33,5,1,0
10011011001001(bin) = 9929(dec),20/33,33,5,1,0
10011011001010(bin) = 9930(dec),20/33,33,5,1,0
10011011001011(bin) = 9931(dec),20/33,33,5,1,0
10011011001100(bin) = 9932(dec),20/33,33,5,1,0
10011011001101(bin) = 9933(dec),20/33,33,5,1,0
10011011001110(bin) = 9934(dec),20/33,33,5,1,0
10011011001111(bin) = 9935(dec),20/33,33,5,1,0
10011011010000(bin) = 9936(dec),20/33,33,5,1,0
10011011010001(bin) = 9937(dec),20/33,33,5,1,0
10011011010010(bin) = 9938(dec),20/33,33,5,1,0
10011011010011(bin) = 9939(dec),17/28,28,1,5,0
10011011010100(bin) = 9940(dec),17/28,28,1,5,0
10011011010101(bin) = 9941(dec),17/28,28,1,5,0
10011011010110(bin) = 9942(dec),17/28,28,1,5,0
10011011010111(bin) = 9943(dec),17/28,28,1,5,0
10011011011000(bin) = 9944(dec),17/28,28,1,5,0
10011011011001(bin) = 9945(dec),17/28,28,1,5,0
10011011011010(bin) = 9946(dec),17/28,28,1,5,0
10011011011011(bin) = 9947(dec),17/28,28,1,5,0
10011011011100(bin) = 9948(dec),17/28,28,1,5,0
10011011011101(bin) = 9949(dec),17/28,28,1,5,0
10011011011110(bin) = 9950(dec),17/28,28,1,5,0
10011011011111(bin) = 9951(dec),17/28,28,1,5,0
10011011100000(bin) = 9952(dec),17/28,28,1,5,0
10011011100001(bin) = 9953(dec),17/28,28,1,5,0
10011011100010(bin) = 9954(dec),31/51,51,1,11,0
10011011100011(bin) = 9955(dec),31/51,51,1,11,0
10011011100100(bin) = 9956(dec),31/51,51,1,11,0
10011011100101(bin) = 9957(dec),31/51,51,1,11,0
10011011100110(bin) = 9958(dec),31/51,51,1,11,0
10011011100111(bin) = 9959(dec),31/51,51,1,11,0
10011011101000(bin) = 9960(dec),31/51,51,1,11,0
10011011101001(bin) = 9961(dec),31/51,51,1,11,0
10011011101010(bin) = 9962(dec),31/51,51,1,11,0
10011011101011(bin) = 9963(dec),31/51,51,1,11,0
10011011101100(bin) = 9964(dec),31/51,51,1,11,0
10011011101101(bin) = 9965(dec),31/51,51,1,11,0
10011100100110(bin) = 10022(dec),30/49,49,5,1,0
10011100100111(bin) = 10023(dec),30/49,49,5,1,0
10011100101000(bin) = 10024(dec),30/49,49,5,1,0
10011100101001(bin) = 10025(dec),30/49,49,5,1,0
10011100101010(bin) = 10026(dec),30/49,49,5,1,0
10011100101011(bin) = 10027(dec),30/49,49,5,1,0
10011100101100(bin) = 10028(dec),30/49,49,5,1,0
10011100101101(bin) = 10029(dec),30/49,49,5,1,0
10011100101110(bin) = 10030(dec),30/49,49,5,1,0
10011100101111(bin) = 10031(dec),30/49,49,5,1,0
10011100110000(bin) = 10032(dec),30/49,49,5,1,0
10011100110001(bin) = 10033(dec),30/49,49,5,1,0
10011100110010(bin) = 10034(dec),30/49,49,5,1,0
10011100110011(bin) = 10035(dec),30/49,49,5,1,0
10011100110100(bin) = 10036(dec),30/49,49,5,1,0
10011100110101(bin) = 10037(dec),19/31,31,1,11,0
10011100110110(bin) = 10038(dec),19/31,31,1,11,0
10011100110111(bin) = 10039(dec),19/31,31,1,11,0
10011100111000(bin) = 10040(dec),19/31,31,1,11,0
10011100111001(bin) = 10041(dec),19/31,31,1,11,0
10011100111010(bin) = 10042(dec),19/31,31,1,11,0
10011100111011(bin) = 10043(dec),19/31,31,1,11,0
10011100111100(bin) = 10044(dec),19/31,31,1,11,0
10011100111101(bin) = 10045(dec),19/31,31,1,11,0
10011100111110(bin) = 10046(dec),19/31,31,1,11,0
10011100111111(bin) = 10047(dec),19/31,31,1,11,0
10011101000000(bin) = 10048(dec),27/44,44,1,5,0
10011101000001(bin) = 10049(dec),27/44,44,1,5,0
10011101000010(bin) = 10050(dec),27/44,44,1,5,0
10011101000011(bin) = 10051(dec),27/44,44,1,5,0
10011101000100(bin) = 10052(dec),27/44,44,1,5,0
10011101000101(bin) = 10053(dec),27/44,44,1,5,0
10011101000110(bin) = 10054(dec),27/44,44,1,5,0
10011101000111(bin) = 10055(dec),27/44,44,1,5,0
10011101001000(bin) = 10056(dec),27/44,44,1,5,0
10011101001001(bin) = 10057(dec),27/44,44,1,5,0
10011101001010(bin) = 10058(dec),27/44,44,1,5,0
10011101001011(bin) = 10059(dec),27/44,44,1,5,0
10011101001100(bin) = 10060(dec),27/44,44,1,5,0
10011101001101(bin) = 10061(dec),27/44,44,1,5,0
10011101001110(bin) = 10062(dec),27/44,44,1,5,0
10011101001111(bin) = 10063(dec),27/44,44,1,5,0
10011101010000(bin) = 10064(dec),27/44,44,1,5,0
10011101010001(bin) = 10065(dec),27/44,44,1,5,0
10011101010010(bin) = 10066(dec),27/44,44,1,5,0
10011101010011(bin) = 10067(dec),27/44,44,1,5,0
10011101010100(bin) = 10068(dec),27/44,44,1,5,0
10011101010101(bin) = 10069(dec),8/13,13,1,5,0
10011101010110(bin) = 10070(dec),8/13,13,1,5,0
10011101010111(bin) = 10071(dec),8/13,13,1,5,0
10011101011000(bin) = 10072(dec),8/13,13,1,5,0
10011101011001(bin) = 10073(dec),8/13,13,1,5,0
10011101011010(bin) = 10074(dec),8/13,13,1,5,0
10011101011011(bin) = 10075(dec),8/13,13,1,5,0
10011101011100(bin) = 10076(dec),8/13,13,1,5,0
10011101011101(bin) = 10077(dec),8/13,13,1,5,0
10011101011110(bin) = 10078(dec),8/13,13,1,5,0
10011101011111(bin) = 10079(dec),8/13,13,1,5,0
10011101100000(bin) = 10080(dec),8/13,13,1,5,0
10011101100001(bin) = 10081(dec),8/13,13,1,5,0
10011101100010(bin) = 10082(dec),8/13,13,1,5,0
10011101100011(bin) = 10083(dec),8/13,13,1,5,0
10011101100100(bin) = 10084(dec),8/13,13,1,5,0
10011101100101(bin) = 10085(dec),8/13,13,1,5,0
10011101100110(bin) = 10086(dec),8/13,13,1,5,0
10011101100111(bin) = 10087(dec),8/13,13,1,5,0
10011101101000(bin) = 10088(dec),8/13,13,1,5,0
10011101101001(bin) = 10089(dec),8/13,13,1,5,0
10011101101010(bin) = 10090(dec),8/13,13,1,5,0
10011101101011(bin) = 10091(dec),8/13,13,1,5,0
10011101101100(bin) = 10092(dec),8/13,13,1,5,0
10011101101101(bin) = 10093(dec),8/13,13,1,5,0
10011101101110(bin) = 10094(dec),8/13,13,1,5,0
10011101101111(bin) = 10095(dec),8/13,13,1,5,0
10011110011000(bin) = 10136(dec),13/21,21,11,5,0
10011110011001(bin) = 10137(dec),13/21,21,11,5,0
10011110011010(bin) = 10138(dec),13/21,21,11,5,0
10011110011011(bin) = 10139(dec),13/21,21,11,5,0
10011110011100(bin) = 10140(dec),13/21,21,11,5,0
10011110011101(bin) = 10141(dec),13/21,21,11,5,0
10011110011110(bin) = 10142(dec),13/21,21,11,5,0
10011110011111(bin) = 10143(dec),13/21,21,11,5,0
10011110100000(bin) = 10144(dec),13/21,21,11,5,0
10011110100001(bin) = 10145(dec),13/21,21,11,5,0
10011110100010(bin) = 10146(dec),13/21,21,11,5,0
10011110100011(bin) = 10147(dec),13/21,21,11,5,0
10011110100100(bin) = 10148(dec),13/21,21,11,5,0
10011110100101(bin) = 10149(dec),13/21,21,11,5,0
10011110100110(bin) = 10150(dec),13/21,21,11,5,0
10011110100111(bin) = 10151(dec),31/50,50,1,11,0
10011110101000(bin) = 10152(dec),31/50,50,1,11,0
10011110101001(bin) = 10153(dec),31/50,50,1,11,0
10011110101010(bin) = 10154(dec),31/50,50,1,11,0
10011110101011(bin) = 10155(dec),31/50,50,1,11,0
10011110101100(bin) = 10156(dec),31/50,50,1,11,0
10011110101101(bin) = 10157(dec),31/50,50,1,11,0
10011110101110(bin) = 10158(dec),31/50,50,1,11,0
10011110101111(bin) = 10159(dec),31/50,50,1,11,0
10011110110000(bin) = 10160(dec),31/50,50,1,11,0
10011110110001(bin) = 10161(dec),31/50,50,1,11,0
10011110110010(bin) = 10162(dec),31/50,50,1,11,0
10011110110011(bin) = 10163(dec),31/50,50,1,11,0
10011110110100(bin) = 10164(dec),18/29,29,1,5,0
10011110110101(bin) = 10165(dec),18/29,29,1,5,0
10011110110110(bin) = 10166(dec),18/29,29,1,5,0
10011110110111(bin) = 10167(dec),18/29,29,1,5,0
10011110111000(bin) = 10168(dec),18/29,29,1,5,0
10011110111001(bin) = 10169(dec),18/29,29,1,5,0
10011110111010(bin) = 10170(dec),18/29,29,1,5,0
10011110111011(bin) = 10171(dec),18/29,29,1,5,0
10011110111100(bin) = 10172(dec),18/29,29,1,5,0
10011110111101(bin) = 10173(dec),18/29,29,1,5,0
10011110111110(bin) = 10174(dec),18/29,29,1,5,0
10011110111111(bin) = 10175(dec),18/29,29,1,5,0
10011111000000(bin) = 10176(dec),18/29,29,1,5,0
10011111000001(bin) = 10177(dec),18/29,29,1,5,0
10011111000010(bin) = 10178(dec),23/37,37,1,5,0
10011111000011(bin) = 10179(dec),23/37,37,1,5,0
10011111000100(bin) = 10180(dec),23/37,37,1,5,0
10011111000101(bin) = 10181(dec),23/37,37,1,5,0
10011111000110(bin) = 10182(dec),23/37,37,1,5,0
10011111000111(bin) = 10183(dec),23/37,37,1,5,0
10011111001000(bin) = 10184(dec),23/37,37,1,5,0
10011111001001(bin) = 10185(dec),23/37,37,1,5,0
10011111001010(bin) = 10186(dec),23/37,37,1,5,0
10011111001011(bin) = 10187(dec),23/37,37,1,5,0
10011111001100(bin) = 10188(dec),23/37,37,1,5,0
10011111001101(bin) = 10189(dec),23/37,37,1,5,0
10011111001110(bin) = 10190(dec),28/45,45,1,5,0
10011111001111(bin) = 10191(dec),28/45,45,1,5,0
10011111010000(bin) = 10192(dec),28/45,45,1,5,0
10011111010001(bin) = 10193(dec),28/45,45,1,5,0
10011111010010(bin) = 10194(dec),28/45,45,1,5,0
10011111010011(bin) = 10195(dec),28/45,45,1,5,0
10011111010100(bin) = 10196(dec),28/45,45,1,5,0
10011111010101(bin) = 10197(dec),28/45,45,1,5,0
10011111010110(bin) = 10198(dec),33/53,53,1,5,0
10011111010111(bin) = 10199(dec),33/53,53,1,5,0
10011111011000(bin) = 10200(dec),33/53,53,1,5,0
10011111011001(bin) = 10201(dec),33/53,53,1,5,0
10011111011010(bin) = 10202(dec),33/53,53,1,5,0
10011111011011(bin) = 10203(dec),33/53,53,1,5,0
10011111011100(bin) = 10204(dec),33/53,53,1,5,0
10011111011101(bin) = 10205(dec),33/53,53,1,5,0
10011111011110(bin) = 10206(dec),33/53,53,1,5,0
10011111011111(bin) = 10207(dec),33/53,53,1,5,0
10011111100000(bin) = 10208(dec),33/53,53,1,5,0
10011111100001(bin) = 10209(dec),33/53,53,1,5,0
10011111100010(bin) = 10210(dec),33/53,53,1,5,0
10011111100011(bin) = 10211(dec),33/53,53,1,5,0
10011111100100(bin) = 10212(dec),33/53,53,1,5,0
10011111100101(bin) = 10213(dec),33/53,53,1,5,0
10011111100110(bin) = 10214(dec),33/53,53,1,5,0
10011111100111(bin) = 10215(dec),33/53,53,1,5,0
10011111101000(bin) = 10216(dec),33/53,53,1,5,0
10011111101001(bin) = 10217(dec),33/53,53,1,5,0
10011111101010(bin) = 10218(dec),33/53,53,1,5,0
10011111101011(bin) = 10219(dec),33/53,53,1,5,0
10011111101100(bin) = 10220(dec),33/53,53,1,5,0
10011111101101(bin) = 10221(dec),5/8,8,5,1,0
10011111101110(bin) = 10222(dec),5/8,8,5,1,0
10011111101111(bin) = 10223(dec),5/8,8,5,1,0
10011111110000(bin) = 10224(dec),5/8,8,5,1,0
10011111110001(bin) = 10225(dec),5/8,8,5,1,0
10011111110010(bin) = 10226(dec),5/8,8,5,1,0
10011111110011(bin) = 10227(dec),5/8,8,5,1,0
10011111110100(bin) = 10228(dec),5/8,8,5,1,0
10011111110101(bin) = 10229(dec),5/8,8,5,1,0
10011111110110(bin) = 10230(dec),5/8,8,5,1,0
10011111110111(bin) = 10231(dec),5/8,8,5,1,0
10011111111000(bin) = 10232(dec),5/8,8,5,1,0
10011111111001(bin) = 10233(dec),5/8,8,5,1,0
10011111111010(bin) = 10234(dec),5/8,8,5,1,0
10011111111011(bin) = 10235(dec),5/8,8,5,1,0
10011111111100(bin) = 10236(dec),5/8,8,5,1,0
10011111111101(bin) = 10237(dec),5/8,8,5,1,0
10011111111110(bin) = 10238(dec),5/8,8,5,1,0
10011111111111(bin) = 10239(dec),5/8,8,5,1,0
10100000000000(bin) = 10240(dec),5/8,8,5,1,0
10100000000001(bin) = 10241(dec),5/8,8,5,1,0
10100000000010(bin) = 10242(dec),5/8,8,5,1,0
10100000000011(bin) = 10243(dec),5/8,8,5,1,0
10100000000100(bin) = 10244(dec),5/8,8,5,1,0
10100000000101(bin) = 10245(dec),5/8,8,5,1,0
10100000000110(bin) = 10246(dec),5/8,8,5,1,0
10100000000111(bin) = 10247(dec),5/8,8,5,1,0
10100000001000(bin) = 10248(dec),5/8,8,5,1,0
10100000001001(bin) = 10249(dec),5/8,8,5,1,0
10100000001010(bin) = 10250(dec),5/8,8,5,1,0
10100000001011(bin) = 10251(dec),5/8,8,5,1,0
10100000001100(bin) = 10252(dec),5/8,8,5,1,0
10100000001101(bin) = 10253(dec),5/8,8,5,1,0
10100000001110(bin) = 10254(dec),5/8,8,5,1,0
10100000001111(bin) = 10255(dec),5/8,8,5,1,0
10100000010000(bin) = 10256(dec),5/8,8,5,1,0
10100000010001(bin) = 10257(dec),5/8,8,5,1,0
10100000010010(bin) = 10258(dec),5/8,8,5,1,0
10100000010011(bin) = 10259(dec),5/8,8,5,1,0
10100000010100(bin) = 10260(dec),5/8,8,5,1,0
10100000010101(bin) = 10261(dec),32/51,51,1,11,0
10100000010110(bin) = 10262(dec),32/51,51,1,11,0
10100000010111(bin) = 10263(dec),32/51,51,1,11,0
10100000011000(bin) = 10264(dec),32/51,51,1,11,0
10100000011001(bin) = 10265(dec),32/51,51,1,11,0
10100000011010(bin) = 10266(dec),32/51,51,1,11,0
10100000011011(bin) = 10267(dec),32/51,51,1,11,0
10100000011100(bin) = 10268(dec),32/51,51,1,11,0
10100000011101(bin) = 10269(dec),32/51,51,1,11,0
10100000011110(bin) = 10270(dec),32/51,51,1,11,0
10100000011111(bin) = 10271(dec),32/51,51,1,11,0
10100000100000(bin) = 10272(dec),32/51,51,1,11,0
10100000100001(bin) = 10273(dec),32/51,51,1,11,0
10100000100010(bin) = 10274(dec),32/51,51,1,11,0
10100000100011(bin) = 10275(dec),32/51,51,1,11,0
10100000100100(bin) = 10276(dec),32/51,51,1,11,0
10100000100101(bin) = 10277(dec),32/51,51,1,11,0
10100000100110(bin) = 10278(dec),32/51,51,1,11,0
10100000100111(bin) = 10279(dec),32/51,51,1,11,0
10100000101000(bin) = 10280(dec),32/51,51,1,11,0
10100000101001(bin) = 10281(dec),32/51,51,1,11,0
10100000101010(bin) = 10282(dec),32/51,51,1,11,0
10100000101011(bin) = 10283(dec),32/51,51,1,11,0
10100001110101(bin) = 10357(dec),31/49,49,5,1,0
10100001110110(bin) = 10358(dec),31/49,49,5,1,0
10100001110111(bin) = 10359(dec),31/49,49,5,1,0
10100001111000(bin) = 10360(dec),31/49,49,5,1,0
10100001111001(bin) = 10361(dec),31/49,49,5,1,0
10100001111010(bin) = 10362(dec),31/49,49,5,1,0
10100001111011(bin) = 10363(dec),31/49,49,5,1,0
10100001111100(bin) = 10364(dec),31/49,49,5,1,0
10100001111101(bin) = 10365(dec),31/49,49,5,1,0
10100001111110(bin) = 10366(dec),31/49,49,5,1,0
10100001111111(bin) = 10367(dec),31/49,49,5,1,0
10100010000000(bin) = 10368(dec),31/49,49,5,1,0
10100010000001(bin) = 10369(dec),31/49,49,5,1,0
10100010000010(bin) = 10370(dec),31/49,49,5,1,0
10100010000011(bin) = 10371(dec),19/30,30,1,11,0
10100010000100(bin) = 10372(dec),19/30,30,1,11,0
10100010000101(bin) = 10373(dec),19/30,30,1,11,0
10100010000110(bin) = 10374(dec),19/30,30,1,11,0
10100010000111(bin) = 10375(dec),19/30,30,1,11,0
10100010001000(bin) = 10376(dec),19/30,30,1,11,0
10100010001001(bin) = 10377(dec),19/30,30,1,11,0
10100010001010(bin) = 10378(dec),19/30,30,1,11,0
10100010001011(bin) = 10379(dec),19/30,30,1,11,0
10100010001100(bin) = 10380(dec),19/30,30,1,11,0
10100010001101(bin) = 10381(dec),19/30,30,1,11,0
10100010001110(bin) = 10382(dec),19/30,30,1,11,0
10100010001111(bin) = 10383(dec),19/30,30,1,11,0
10100010011010(bin) = 10394(dec),33/52,52,1,5,0
10100010011011(bin) = 10395(dec),33/52,52,1,5,0
10100010011100(bin) = 10396(dec),33/52,52,1,5,0
10100010011101(bin) = 10397(dec),33/52,52,1,5,0
10100010011110(bin) = 10398(dec),33/52,52,1,5,0
10100010011111(bin) = 10399(dec),33/52,52,1,5,0
10100010100000(bin) = 10400(dec),33/52,52,1,5,0
10100010100001(bin) = 10401(dec),33/52,52,1,5,0
10100010100010(bin) = 10402(dec),33/52,52,1,5,0
10100010100011(bin) = 10403(dec),33/52,52,1,5,0
10100010100100(bin) = 10404(dec),33/52,52,1,5,0
10100010100101(bin) = 10405(dec),33/52,52,1,5,0
10100010100110(bin) = 10406(dec),33/52,52,1,5,0
10100010100111(bin) = 10407(dec),33/52,52,1,5,0
10100010101000(bin) = 10408(dec),33/52,52,1,5,0
10100010101001(bin) = 10409(dec),33/52,52,1,5,0
10100010101010(bin) = 10410(dec),33/52,52,1,5,0
10100010101011(bin) = 10411(dec),33/52,52,1,5,0
10100010101100(bin) = 10412(dec),7/11,11,1,11,0
10100010101101(bin) = 10413(dec),7/11,11,1,11,0
10100010101110(bin) = 10414(dec),7/11,11,1,11,0
10100010101111(bin) = 10415(dec),7/11,11,1,11,0
10100010110000(bin) = 10416(dec),7/11,11,1,11,0
10100010110001(bin) = 10417(dec),7/11,11,1,11,0
10100010110010(bin) = 10418(dec),7/11,11,1,11,0
10100010110011(bin) = 10419(dec),7/11,11,1,11,0
10100010110100(bin) = 10420(dec),7/11,11,1,11,0
10100010110101(bin) = 10421(dec),7/11,11,1,11,0
10100010110110(bin) = 10422(dec),7/11,11,1,11,0
10100010110111(bin) = 10423(dec),7/11,11,1,11,0
10100010111000(bin) = 10424(dec),7/11,11,1,11,0
10100010111001(bin) = 10425(dec),7/11,11,1,11,0
10100010111010(bin) = 10426(dec),7/11,11,1,11,0
10100010111011(bin) = 10427(dec),7/11,11,1,11,0
10100010111100(bin) = 10428(dec),7/11,11,1,11,0
10100010111101(bin) = 10429(dec),7/11,11,1,11,0
10100010111110(bin) = 10430(dec),7/11,11,1,11,0
10100010111111(bin) = 10431(dec),7/11,11,1,11,0
10100011000000(bin) = 10432(dec),7/11,11,1,11,0
10100011000001(bin) = 10433(dec),7/11,11,1,11,0
10100011000010(bin) = 10434(dec),7/11,11,1,11,0
10100011000011(bin) = 10435(dec),7/11,11,1,11,0
10100011000100(bin) = 10436(dec),7/11,11,1,11,0
10100011000101(bin) = 10437(dec),7/11,11,1,11,0
10100011000110(bin) = 10438(dec),7/11,11,1,11,0
10100011000111(bin) = 10439(dec),7/11,11,1,11,0
10100011001000(bin) = 10440(dec),7/11,11,1,11,0
10100011001001(bin) = 10441(dec),7/11,11,1,11,0
10100011001010(bin) = 10442(dec),7/11,11,1,11,0
10100011011111(bin) = 10463(dec),23/36,36,1,5,0
10100011100000(bin) = 10464(dec),23/36,36,1,5,0
10100011100001(bin) = 10465(dec),23/36,36,1,5,0
10100011100010(bin) = 10466(dec),23/36,36,1,5,0
10100011100011(bin) = 10467(dec),23/36,36,1,5,0
10100011100100(bin) = 10468(dec),23/36,36,1,5,0
10100011100101(bin) = 10469(dec),23/36,36,1,5,0
10100011100110(bin) = 10470(dec),23/36,36,1,5,0
10100011100111(bin) = 10471(dec),23/36,36,1,5,0
10100011101000(bin) = 10472(dec),23/36,36,1,5,0
10100011101001(bin) = 10473(dec),23/36,36,1,5,0
10100011101010(bin) = 10474(dec),23/36,36,1,5,0
10100011101011(bin) = 10475(dec),23/36,36,1,5,0
10100011101100(bin) = 10476(dec),23/36,36,1,5,0
10100011101101(bin) = 10477(dec),16/25,25,5,1,0
10100011101110(bin) = 10478(dec),16/25,25,5,1,0
10100011101111(bin) = 10479(dec),16/25,25,5,1,0
10100011110000(bin) = 10480(dec),16/25,25,5,1,0
10100011110001(bin) = 10481(dec),16/25,25,5,1,0
10100011110010(bin) = 10482(dec),16/25,25,5,1,0
10100011110011(bin) = 10483(dec),16/25,25,5,1,0
10100011110100(bin) = 10484(dec),16/25,25,5,1,0
10100011110101(bin) = 10485(dec),16/25,25,5,1,0
10100011110110(bin) = 10486(dec),16/25,25,5,1,0
10100011110111(bin) = 10487(dec),16/25,25,5,1,0
10100011111000(bin) = 10488(dec),16/25,25,5,1,0
10100011111001(bin) = 10489(dec),16/25,25,5,1,0
10100011111010(bin) = 10490(dec),16/25,25,5,1,0
10100011111011(bin) = 10491(dec),16/25,25,5,1,0
10100011111100(bin) = 10492(dec),16/25,25,5,1,0
10100011111101(bin) = 10493(dec),16/25,25,5,1,0
10100011111110(bin) = 10494(dec),16/25,25,5,1,0
10100100001011(bin) = 10507(dec),34/53,53,1,5,0
10100100001100(bin) = 10508(dec),34/53,53,1,5,0
10100100001101(bin) = 10509(dec),34/53,53,1,5,0
10100100001110(bin) = 10510(dec),34/53,53,1,5,0
10100100001111(bin) = 10511(dec),34/53,53,1,5,0
10100100010000(bin) = 10512(dec),34/53,53,1,5,0
10100100010001(bin) = 10513(dec),34/53,53,1,5,0
10100100010010(bin) = 10514(dec),34/53,53,1,5,0
10100100010011(bin) = 10515(dec),34/53,53,1,5,0
10100100010100(bin) = 10516(dec),34/53,53,1,5,0
10100100010101(bin) = 10517(dec),34/53,53,1,5,0
10100100010110(bin) = 10518(dec),34/53,53,1,5,0
10100100010111(bin) = 10519(dec),34/53,53,1,5,0
10100100011000(bin) = 10520(dec),34/53,53,1,5,0
10100100011001(bin) = 10521(dec),34/53,53,1,5,0
10100100110010(bin) = 10546(dec),29/45,45,1,5,0
10100100110011(bin) = 10547(dec),29/45,45,1,5,0
10100100110100(bin) = 10548(dec),29/45,45,1,5,0
10100100110101(bin) = 10549(dec),29/45,45,1,5,0
10100100110110(bin) = 10550(dec),29/45,45,1,5,0
10100100110111(bin) = 10551(dec),29/45,45,1,5,0
10100100111000(bin) = 10552(dec),29/45,45,1,5,0
10100100111001(bin) = 10553(dec),29/45,45,1,5,0
