Register Output,Fraction,Guess for r,guess1,guess2
0111011001010(bin) = 3786(dec),6/13,13,1,5
0111011011000(bin) = 3800(dec),13/28,28,1,5
0111011011001(bin) = 3801(dec),13/28,28,1,5
0111011011010(bin) = 3802(dec),13/28,28,1,5
0111011011011(bin) = 3803(dec),13/28,28,1,5
0111011011100(bin) = 3804(dec),13/28,28,1,5
0111011011101(bin) = 3805(dec),13/28,28,1,5
0111011011110(bin) = 3806(dec),13/28,28,1,5
0111011111110(bin) = 3838(dec),15/32,32,5,1
0111011111111(bin) = 3839(dec),15/32,32,5,1
0111100000000(bin) = 3840(dec),15/32,32,5,1
0111100000001(bin) = 3841(dec),15/32,32,5,1
0111100000010(bin) = 3842(dec),15/32,32,5,1
0111100000011(bin) = 3843(dec),23/49,49,5,1
0111100000100(bin) = 3844(dec),23/49,49,5,1
0111100000101(bin) = 3845(dec),23/49,49,5,1
0111100000110(bin) = 3846(dec),23/49,49,5,1
0111100000111(bin) = 3847(dec),23/49,49,5,1
0111100001000(bin) = 3848(dec),23/49,49,5,1
0111100001001(bin) = 3849(dec),23/49,49,5,1
0111100001010(bin) = 3850(dec),23/49,49,5,1
0111100001011(bin) = 3851(dec),8/17,17,5,1
0111100001100(bin) = 3852(dec),8/17,17,5,1
0111100001101(bin) = 3853(dec),8/17,17,5,1
0111100001110(bin) = 3854(dec),8/17,17,5,1
0111100001111(bin) = 3855(dec),8/17,17,5,1
0111100010000(bin) = 3856(dec),8/17,17,5,1
0111100010001(bin) = 3857(dec),8/17,17,5,1
0111100010010(bin) = 3858(dec),8/17,17,5,1
0111100010011(bin) = 3859(dec),8/17,17,5,1
0111100010100(bin) = 3860(dec),25/53,53,1,5
0111100010101(bin) = 3861(dec),25/53,53,1,5
0111100010110(bin) = 3862(dec),25/53,53,1,5
0111100010111(bin) = 3863(dec),25/53,53,1,5
0111100011000(bin) = 3864(dec),25/53,53,1,5
0111100011001(bin) = 3865(dec),25/53,53,1,5
0111100011010(bin) = 3866(dec),25/53,53,1,5
0111100011011(bin) = 3867(dec),17/36,36,1,5
0111100011100(bin) = 3868(dec),17/36,36,1,5
0111100011101(bin) = 3869(dec),17/36,36,1,5
0111100011110(bin) = 3870(dec),17/36,36,1,5
0111100111001(bin) = 3897(dec),10/21,21,11,5
0111100111010(bin) = 3898(dec),10/21,21,11,5
0111100111011(bin) = 3899(dec),10/21,21,11,5
0111100111100(bin) = 3900(dec),10/21,21,11,5
0111100111101(bin) = 3901(dec),10/21,21,11,5
0111100111110(bin) = 3902(dec),10/21,21,11,5
0111100111111(bin) = 3903(dec),10/21,21,11,5
0111101000000(bin) = 3904(dec),10/21,21,11,5
0111101000001(bin) = 3905(dec),10/21,21,11,5
0111101000010(bin) = 3906(dec),21/44,44,1,5
0111101000011(bin) = 3907(dec),21/44,44,1,5
0111101000100(bin) = 3908(dec),21/44,44,1,5
0111101000101(bin) = 3909(dec),21/44,44,1,5
0111101000110(bin) = 3910(dec),21/44,44,1,5
0111101000111(bin) = 3911(dec),21/44,44,1,5
0111101001000(bin) = 3912(dec),21/44,44,1,5
0111101001001(bin) = 3913(dec),21/44,44,1,5
0111101010010(bin) = 3922(dec),23/48,48,5,1
0111101010011(bin) = 3923(dec),23/48,48,5,1
0111101010100(bin) = 3924(dec),23/48,48,5,1
0111101010101(bin) = 3925(dec),23/48,48,5,1
0111101010110(bin) = 3926(dec),23/48,48,5,1
0111101010111(bin) = 3927(dec),23/48,48,5,1
0111101011000(bin) = 3928(dec),23/48,48,5,1
0111101011001(bin) = 3929(dec),12/25,25,5,1
0111101011010(bin) = 3930(dec),12/25,25,5,1
0111101011011(bin) = 3931(dec),12/25,25,5,1
0111101011100(bin) = 3932(dec),12/25,25,5,1
0111101011101(bin) = 3933(dec),12/25,25,5,1
0111101011110(bin) = 3934(dec),12/25,25,5,1
0111101011111(bin) = 3935(dec),12/25,25,5,1
0111101100000(bin) = 3936(dec),25/52,52,1,5
0111101100001(bin) = 3937(dec),25/52,52,1,5
0111101100010(bin) = 3938(dec),25/52,52,1,5
0111101100011(bin) = 3939(dec),25/52,52,1,5
0111101100100(bin) = 3940(dec),25/52,52,1,5
0111101100101(bin) = 3941(dec),25/52,52,1,5
0111101101110(bin) = 3950(dec),14/29,29,1,5
0111101101111(bin) = 3951(dec),14/29,29,1,5
0111101110000(bin) = 3952(dec),14/29,29,1,5
0111101110001(bin) = 3953(dec),14/29,29,1,5
0111101110010(bin) = 3954(dec),14/29,29,1,5
0111101110011(bin) = 3955(dec),14/29,29,1,5
0111101110100(bin) = 3956(dec),14/29,29,1,5
0111101110101(bin) = 3957(dec),14/29,29,1,5
0111101110110(bin) = 3958(dec),14/29,29,1,5
0111101110111(bin) = 3959(dec),14/29,29,1,5
0111101111000(bin) = 3960(dec),15/31,31,1,11
0111101111001(bin) = 3961(dec),15/31,31,1,11
0111101111010(bin) = 3962(dec),15/31,31,1,11
0111101111011(bin) = 3963(dec),15/31,31,1,11
0111101111100(bin) = 3964(dec),15/31,31,1,11
0111101111101(bin) = 3965(dec),15/31,31,1,11
0111101111110(bin) = 3966(dec),15/31,31,1,11
0111101111111(bin) = 3967(dec),15/31,31,1,11
0111110000000(bin) = 3968(dec),16/33,33,5,1
0111110000001(bin) = 3969(dec),16/33,33,5,1
0111110000010(bin) = 3970(dec),16/33,33,5,1
0111110000011(bin) = 3971(dec),16/33,33,5,1
0111110000100(bin) = 3972(dec),16/33,33,5,1
0111110000101(bin) = 3973(dec),16/33,33,5,1
0111110000110(bin) = 3974(dec),16/33,33,5,1
0111110000111(bin) = 3975(dec),16/33,33,5,1
0111110001111(bin) = 3983(dec),18/37,37,1,5
0111110010000(bin) = 3984(dec),18/37,37,1,5
0111110010001(bin) = 3985(dec),18/37,37,1,5
0111110010010(bin) = 3986(dec),18/37,37,1,5
0111110010011(bin) = 3987(dec),18/37,37,1,5
0111110010100(bin) = 3988(dec),18/37,37,1,5
0111110100011(bin) = 4003(dec),22/45,45,1,5
0111110100100(bin) = 4004(dec),22/45,45,1,5
0111110100101(bin) = 4005(dec),22/45,45,1,5
0111110100110(bin) = 4006(dec),22/45,45,1,5
0111110101011(bin) = 4011(dec),24/49,49,5,1
0111110101100(bin) = 4012(dec),24/49,49,5,1
0111110101101(bin) = 4013(dec),24/49,49,5,1
0111110101110(bin) = 4014(dec),24/49,49,5,1
0111110101111(bin) = 4015(dec),25/51,51,1,11
0111110110000(bin) = 4016(dec),25/51,51,1,11
0111110110001(bin) = 4017(dec),25/51,51,1,11
0111110110010(bin) = 4018(dec),26/53,53,1,5
0111110110011(bin) = 4019(dec),26/53,53,1,5
0111110110100(bin) = 4020(dec),26/53,53,1,5
1000001001100(bin) = 4172(dec),27/53,53,1,5
1000001001101(bin) = 4173(dec),27/53,53,1,5
1000001001110(bin) = 4174(dec),27/53,53,1,5
1000001001111(bin) = 4175(dec),26/51,51,1,11
1000001010000(bin) = 4176(dec),26/51,51,1,11
1000001010001(bin) = 4177(dec),26/51,51,1,11
1000001010010(bin) = 4178(dec),25/49,49,5,1
1000001010011(bin) = 4179(dec),25/49,49,5,1
1000001010100(bin) = 4180(dec),25/49,49,5,1
1000001010101(bin) = 4181(dec),25/49,49,5,1
1000001011010(bin) = 4186(dec),23/45,45,1,5
1000001011011(bin) = 4187(dec),23/45,45,1,5
1000001011100(bin) = 4188(dec),23/45,45,1,5
1000001011101(bin) = 4189(dec),23/45,45,1,5
1000001101100(bin) = 4204(dec),19/37,37,1,5
1000001101101(bin) = 4205(dec),19/37,37,1,5
1000001101110(bin) = 4206(dec),19/37,37,1,5
1000001101111(bin) = 4207(dec),19/37,37,1,5
1000001110000(bin) = 4208(dec),19/37,37,1,5
1000001110001(bin) = 4209(dec),19/37,37,1,5
1000001111001(bin) = 4217(dec),17/33,33,5,1
1000001111010(bin) = 4218(dec),17/33,33,5,1
1000001111011(bin) = 4219(dec),17/33,33,5,1
1000001111100(bin) = 4220(dec),17/33,33,5,1
1000001111101(bin) = 4221(dec),17/33,33,5,1
1000001111110(bin) = 4222(dec),17/33,33,5,1
1000001111111(bin) = 4223(dec),17/33,33,5,1
1000010000000(bin) = 4224(dec),17/33,33,5,1
1000010000001(bin) = 4225(dec),16/31,31,1,11
1000010000010(bin) = 4226(dec),16/31,31,1,11
1000010000011(bin) = 4227(dec),16/31,31,1,11
1000010000100(bin) = 4228(dec),16/31,31,1,11
1000010000101(bin) = 4229(dec),16/31,31,1,11
1000010000110(bin) = 4230(dec),16/31,31,1,11
1000010000111(bin) = 4231(dec),16/31,31,1,11
1000010001000(bin) = 4232(dec),16/31,31,1,11
1000010001001(bin) = 4233(dec),15/29,29,1,5
1000010001010(bin) = 4234(dec),15/29,29,1,5
1000010001011(bin) = 4235(dec),15/29,29,1,5
1000010001100(bin) = 4236(dec),15/29,29,1,5
1000010001101(bin) = 4237(dec),15/29,29,1,5
1000010001110(bin) = 4238(dec),15/29,29,1,5
1000010001111(bin) = 4239(dec),15/29,29,1,5
1000010010000(bin) = 4240(dec),15/29,29,1,5
1000010010001(bin) = 4241(dec),15/29,29,1,5
1000010010010(bin) = 4242(dec),15/29,29,1,5
1000010011011(bin) = 4251(dec),27/52,52,1,5
1000010011100(bin) = 4252(dec),27/52,52,1,5
1000010011101(bin) = 4253(dec),27/52,52,1,5
1000010011110(bin) = 4254(dec),27/52,52,1,5
1000010011111(bin) = 4255(dec),27/52,52,1,5
1000010100000(bin) = 4256(dec),27/52,52,1,5
1000010100001(bin) = 4257(dec),13/25,25,5,1
1000010100010(bin) = 4258(dec),13/25,25,5,1
1000010100011(bin) = 4259(dec),13/25,25,5,1
1000010100100(bin) = 4260(dec),13/25,25,5,1
1000010100101(bin) = 4261(dec),13/25,25,5,1
1000010100110(bin) = 4262(dec),13/25,25,5,1
1000010100111(bin) = 4263(dec),13/25,25,5,1
1000010101000(bin) = 4264(dec),25/48,48,5,1
1000010101001(bin) = 4265(dec),25/48,48,5,1
1000010101010(bin) = 4266(dec),25/48,48,5,1
1000010101011(bin) = 4267(dec),25/48,48,5,1
1000010101100(bin) = 4268(dec),25/48,48,5,1
1000010101101(bin) = 4269(dec),25/48,48,5,1
1000010101110(bin) = 4270(dec),25/48,48,5,1
1000010110111(bin) = 4279(dec),23/44,44,1,5
1000010111000(bin) = 4280(dec),23/44,44,1,5
1000010111001(bin) = 4281(dec),23/44,44,1,5
1000010111010(bin) = 4282(dec),23/44,44,1,5
1000010111011(bin) = 4283(dec),23/44,44,1,5
1000010111100(bin) = 4284(dec),23/44,44,1,5
1000010111101(bin) = 4285(dec),23/44,44,1,5
1000010111110(bin) = 4286(dec),23/44,44,1,5
1000010111111(bin) = 4287(dec),11/21,21,11,5
1000011000000(bin) = 4288(dec),11/21,21,11,5
1000011000001(bin) = 4289(dec),11/21,21,11,5
1000011000010(bin) = 4290(dec),11/21,21,11,5
1000011000011(bin) = 4291(dec),11/21,21,11,5
1000011000100(bin) = 4292(dec),11/21,21,11,5
1000011000101(bin) = 4293(dec),11/21,21,11,5
1000011000110(bin) = 4294(dec),11/21,21,11,5
1000011000111(bin) = 4295(dec),11/21,21,11,5
1000011100010(bin) = 4322(dec),19/36,36,1,5
1000011100011(bin) = 4323(dec),19/36,36,1,5
1000011100100(bin) = 4324(dec),19/36,36,1,5
1000011100101(bin) = 4325(dec),19/36,36,1,5
1000011100110(bin) = 4326(dec),28/53,53,1,5
1000011100111(bin) = 4327(dec),28/53,53,1,5
1000011101000(bin) = 4328(dec),28/53,53,1,5
1000011101001(bin) = 4329(dec),28/53,53,1,5
1000011101010(bin) = 4330(dec),28/53,53,1,5
1000011101011(bin) = 4331(dec),28/53,53,1,5
1000011101100(bin) = 4332(dec),28/53,53,1,5
1000011101101(bin) = 4333(dec),9/17,17,5,1
1000011101110(bin) = 4334(dec),9/17,17,5,1
1000011101111(bin) = 4335(dec),9/17,17,5,1
1000011110000(bin) = 4336(dec),9/17,17,5,1
1000011110001(bin) = 4337(dec),9/17,17,5,1
1000011110010(bin) = 4338(dec),9/17,17,5,1
1000011110011(bin) = 4339(dec),9/17,17,5,1
1000011110100(bin) = 4340(dec),9/17,17,5,1
1000011110101(bin) = 4341(dec),9/17,17,5,1
1000011110110(bin) = 4342(dec),26/49,49,5,1
1000011110111(bin) = 4343(dec),26/49,49,5,1
1000011111000(bin) = 4344(dec),26/49,49,5,1
1000011111001(bin) = 4345(dec),26/49,49,5,1
1000011111010(bin) = 4346(dec),26/49,49,5,1
1000011111011(bin) = 4347(dec),26/49,49,5,1
1000011111100(bin) = 4348(dec),26/49,49,5,1
1000011111101(bin) = 4349(dec),26/49,49,5,1
1000011111110(bin) = 4350(dec),17/32,32,5,1
1000011111111(bin) = 4351(dec),17/32,32,5,1
1000100000000(bin) = 4352(dec),17/32,32,5,1
1000100000001(bin) = 4353(dec),17/32,32,5,1
1000100000010(bin) = 4354(dec),17/32,32,5,1
1000100100010(bin) = 4386(dec),15/28,28,1,5
1000100100011(bin) = 4387(dec),15/28,28,1,5
1000100100100(bin) = 4388(dec),15/28,28,1,5
1000100100101(bin) = 4389(dec),15/28,28,1,5
1000100100110(bin) = 4390(dec),15/28,28,1,5
1000100100111(bin) = 4391(dec),15/28,28,1,5
1000100101000(bin) = 4392(dec),15/28,28,1,5
1000100110110(bin) = 4406(dec),7/13,13,1,5
1000100110111(bin) = 4407(dec),7/13,13,1,5
1000100111000(bin) = 4408(dec),7/13,13,1,5
1000100111001(bin) = 4409(dec),7/13,13,1,5
1000100111010(bin) = 4410(dec),7/13,13,1,5
1000100111011(bin) = 4411(dec),7/13,13,1,5
1000100111100(bin) = 4412(dec),7/13,13,1,5
1000100111101(bin) = 4413(dec),7/13,13,1,5
1000100111110(bin) = 4414(dec),7/13,13,1,5
1000100111111(bin) = 4415(dec),7/13,13,1,5
1000101000000(bin) = 4416(dec),7/13,13,1,5
1000101000001(bin) = 4417(dec),7/13,13,1,5
1000101000010(bin) = 4418(dec),27/50,50,1,11
1000101000011(bin) = 4419(dec),27/50,50,1,11
1000101000100(bin) = 4420(dec),27/50,50,1,11
1000101000101(bin) = 4421(dec),27/50,50,1,11
1000101000110(bin) = 4422(dec),27/50,50,1,11
1000101000111(bin) = 4423(dec),27/50,50,1,11
1000101001000(bin) = 4424(dec),27/50,50,1,11
1000101001001(bin) = 4425(dec),27/50,50,1,11
1000101001010(bin) = 4426(dec),20/37,37,1,5
1000101001011(bin) = 4427(dec),20/37,37,1,5
1000101001100(bin) = 4428(dec),20/37,37,1,5
1000101001101(bin) = 4429(dec),20/37,37,1,5
1000101001110(bin) = 4430(dec),20/37,37,1,5
1000101001111(bin) = 4431(dec),20/37,37,1,5
1000101010000(bin) = 4432(dec),20/37,37,1,5
1000101010001(bin) = 4433(dec),13/24,24,5,1
1000101010010(bin) = 4434(dec),13/24,24,5,1
1000101010011(bin) = 4435(dec),13/24,24,5,1
1000101010100(bin) = 4436(dec),13/24,24,5,1
1000101010101(bin) = 4437(dec),13/24,24,5,1
1000101010110(bin) = 4438(dec),13/24,24,5,1
1000101010111(bin) = 4439(dec),13/24,24,5,1
1000101011000(bin) = 4440(dec),13/24,24,5,1
1000101011001(bin) = 4441(dec),13/24,24,5,1
1000101011010(bin) = 4442(dec),13/24,24,5,1
1000101101101(bin) = 4461(dec),6/11,11,1,11
1000101101110(bin) = 4462(dec),6/11,11,1,11
1000101101111(bin) = 4463(dec),6/11,11,1,11
1000101110000(bin) = 4464(dec),6/11,11,1,11
1000101110001(bin) = 4465(dec),6/11,11,1,11
1000101110010(bin) = 4466(dec),6/11,11,1,11
1000101110100(bin) = 4468(dec),6/11,11,1,11
1000101110101(bin) = 4469(dec),6/11,11,1,11
1000101110110(bin) = 4470(dec),6/11,11,1,11
1000101110111(bin) = 4471(dec),6/11,11,1,11
1000101111000(bin) = 4472(dec),6/11,11,1,11
1000101111001(bin) = 4473(dec),6/11,11,1,11
1000101111010(bin) = 4474(dec),6/11,11,1,11
1000101111011(bin) = 4475(dec),6/11,11,1,11
1000101111100(bin) = 4476(dec),29/53,53,1,5
1000101111101(bin) = 4477(dec),29/53,53,1,5
1000101111110(bin) = 4478(dec),29/53,53,1,5
1000101111111(bin) = 4479(dec),29/53,53,1,5
1000110000001(bin) = 4481(dec),29/53,53,1,5
1000110000010(bin) = 4482(dec),29/53,53,1,5
1000110000100(bin) = 4484(dec),29/53,53,1,5
1000110001010(bin) = 4490(dec),17/31,31,1,11
1000110001011(bin) = 4491(dec),17/31,31,1,11
1000110001101(bin) = 4493(dec),17/31,31,1,11
1000110001110(bin) = 4494(dec),17/31,31,1,11
1000110001111(bin) = 4495(dec),28/51,51,1,11
1000110010000(bin) = 4496(dec),28/51,51,1,11
1000110100000(bin) = 4512(dec),27/49,49,5,1
1000110100001(bin) = 4513(dec),27/49,49,5,1
1000110100101(bin) = 4517(dec),16/29,29,1,5
1000110100111(bin) = 4519(dec),16/29,29,1,5
1000110101000(bin) = 4520(dec),16/29,29,1,5
1000110101001(bin) = 4521(dec),16/29,29,1,5
1000110101011(bin) = 4523(dec),16/29,29,1,5
1000110111110(bin) = 4542(dec),5/9,9,5,1
1000110111111(bin) = 4543(dec),5/9,9,5,1
1000111000000(bin) = 4544(dec),5/9,9,5,1
1000111000001(bin) = 4545(dec),5/9,9,5,1
1000111000010(bin) = 4546(dec),5/9,9,5,1
1000111000011(bin) = 4547(dec),5/9,9,5,1
1000111000100(bin) = 4548(dec),5/9,9,5,1
1000111000101(bin) = 4549(dec),5/9,9,5,1
1000111000110(bin) = 4550(dec),5/9,9,5,1
1000111001000(bin) = 4552(dec),5/9,9,5,1
1000111001001(bin) = 4553(dec),5/9,9,5,1
1000111001010(bin) = 4554(dec),5/9,9,5,1
1000111001011(bin) = 4555(dec),5/9,9,5,1
1000111001100(bin) = 4556(dec),5/9,9,5,1
1000111001101(bin) = 4557(dec),5/9,9,5,1
1000111001110(bin) = 4558(dec),5/9,9,5,1
1000111001111(bin) = 4559(dec),5/9,9,5,1
1000111010000(bin) = 4560(dec),29/52,52,1,5
1000111010001(bin) = 4561(dec),29/52,52,1,5
1000111010010(bin) = 4562(dec),29/52,52,1,5
1000111010011(bin) = 4563(dec),29/52,52,1,5
1000111010100(bin) = 4564(dec),29/52,52,1,5
1000111010101(bin) = 4565(dec),29/52,52,1,5
1000111010110(bin) = 4566(dec),29/52,52,1,5
1000111010111(bin) = 4567(dec),29/52,52,1,5
1000111011000(bin) = 4568(dec),29/52,52,1,5
1000111011001(bin) = 4569(dec),29/52,52,1,5
1000111011010(bin) = 4570(dec),29/52,52,1,5
1000111100111(bin) = 4583(dec),14/25,25,5,1
1000111101000(bin) = 4584(dec),14/25,25,5,1
1000111101001(bin) = 4585(dec),14/25,25,5,1
1000111101010(bin) = 4586(dec),14/25,25,5,1
1000111101011(bin) = 4587(dec),14/25,25,5,1
1000111101100(bin) = 4588(dec),14/25,25,5,1
1000111101101(bin) = 4589(dec),14/25,25,5,1
1000111101110(bin) = 4590(dec),14/25,25,5,1
1000111101111(bin) = 4591(dec),14/25,25,5,1
1000111111010(bin) = 4602(dec),9/16,16,5,1
1000111111011(bin) = 4603(dec),9/16,16,5,1
1000111111100(bin) = 4604(dec),9/16,16,5,1
1000111111101(bin) = 4605(dec),9/16,16,5,1
1000111111110(bin) = 4606(dec),9/16,16,5,1
1000111111111(bin) = 4607(dec),9/16,16,5,1
1001000000000(bin) = 4608(dec),9/16,16,5,1
1001000000001(bin) = 4609(dec),9/16,16,5,1
1001000000010(bin) = 4610(dec),9/16,16,5,1
1001000000011(bin) = 4611(dec),9/16,16,5,1
1001000000100(bin) = 4612(dec),9/16,16,5,1
1001000011010(bin) = 4634(dec),30/53,53,1,5
1001000011011(bin) = 4635(dec),30/53,53,1,5
1001000011100(bin) = 4636(dec),30/53,53,1,5
1001000011101(bin) = 4637(dec),30/53,53,1,5
1001000011110(bin) = 4638(dec),30/53,53,1,5
1001000011111(bin) = 4639(dec),30/53,53,1,5
1001000100000(bin) = 4640(dec),17/30,30,1,11
1001000100001(bin) = 4641(dec),17/30,30,1,11
1001000100010(bin) = 4642(dec),17/30,30,1,11
1001000100011(bin) = 4643(dec),17/30,30,1,11
1001000100100(bin) = 4644(dec),17/30,30,1,11
1001000100101(bin) = 4645(dec),17/30,30,1,11
1001000100110(bin) = 4646(dec),21/37,37,1,5
1001000100111(bin) = 4647(dec),21/37,37,1,5
1001000101000(bin) = 4648(dec),21/37,37,1,5
1001000101001(bin) = 4649(dec),21/37,37,1,5
1001000101010(bin) = 4650(dec),21/37,37,1,5
1001000101011(bin) = 4651(dec),21/37,37,1,5
1001000101100(bin) = 4652(dec),21/37,37,1,5
1001000101101(bin) = 4653(dec),25/44,44,1,5
1001000101110(bin) = 4654(dec),25/44,44,1,5
1001000101111(bin) = 4655(dec),25/44,44,1,5
1001000110000(bin) = 4656(dec),25/44,44,1,5
1001000110001(bin) = 4657(dec),29/51,51,1,11
1001000110010(bin) = 4658(dec),29/51,51,1,11
1001000110011(bin) = 4659(dec),29/51,51,1,11
1001000110100(bin) = 4660(dec),29/51,51,1,11
1001000110101(bin) = 4661(dec),29/51,51,1,11
1001000110110(bin) = 4662(dec),29/51,51,1,11
1001000110111(bin) = 4663(dec),29/51,51,1,11
1001000111000(bin) = 4664(dec),29/51,51,1,11
1001000111001(bin) = 4665(dec),29/51,51,1,11
1001000111010(bin) = 4666(dec),29/51,51,1,11
1001000111011(bin) = 4667(dec),29/51,51,1,11
1001000111100(bin) = 4668(dec),29/51,51,1,11
1001000111101(bin) = 4669(dec),29/51,51,1,11
1001001101010(bin) = 4714(dec),19/33,33,5,1
1001001101011(bin) = 4715(dec),19/33,33,5,1
1001001101100(bin) = 4716(dec),19/33,33,5,1
1001001101101(bin) = 4717(dec),19/33,33,5,1
1001001101110(bin) = 4718(dec),19/33,33,5,1
1001001101111(bin) = 4719(dec),19/33,33,5,1
1001001110000(bin) = 4720(dec),19/33,33,5,1
1001001110001(bin) = 4721(dec),19/33,33,5,1
1001001111010(bin) = 4730(dec),26/45,45,1,5
1001001111011(bin) = 4731(dec),26/45,45,1,5
1001001111100(bin) = 4732(dec),26/45,45,1,5
1001001111101(bin) = 4733(dec),26/45,45,1,5
1001001111110(bin) = 4734(dec),26/45,45,1,5
1001001111111(bin) = 4735(dec),26/45,45,1,5
1001010000000(bin) = 4736(dec),26/45,45,1,5
1001010000001(bin) = 4737(dec),26/45,45,1,5
1001010001100(bin) = 4748(dec),29/50,50,1,11
1001010001101(bin) = 4749(dec),29/50,50,1,11
1001010001110(bin) = 4750(dec),29/50,50,1,11
1001010001111(bin) = 4751(dec),29/50,50,1,11
1001010010000(bin) = 4752(dec),29/50,50,1,11
1001010010001(bin) = 4753(dec),29/50,50,1,11
1001010010010(bin) = 4754(dec),29/50,50,1,11
1001010010011(bin) = 4755(dec),18/31,31,1,11
1001010010100(bin) = 4756(dec),18/31,31,1,11
1001010010101(bin) = 4757(dec),18/31,31,1,11
1001010010110(bin) = 4758(dec),18/31,31,1,11
1001010010111(bin) = 4759(dec),18/31,31,1,11
1001010100101(bin) = 4773(dec),7/12,12,1,5
1001010100110(bin) = 4774(dec),7/12,12,1,5
1001010100111(bin) = 4775(dec),7/12,12,1,5
1001010101000(bin) = 4776(dec),7/12,12,1,5
1001010101001(bin) = 4777(dec),7/12,12,1,5
1001010101010(bin) = 4778(dec),7/12,12,1,5
1001010101011(bin) = 4779(dec),7/12,12,1,5
1001010101100(bin) = 4780(dec),7/12,12,1,5
1001010101101(bin) = 4781(dec),7/12,12,1,5
1001010101110(bin) = 4782(dec),7/12,12,1,5
1001010101111(bin) = 4783(dec),7/12,12,1,5
1001010110000(bin) = 4784(dec),7/12,12,1,5
1001010110001(bin) = 4785(dec),7/12,12,1,5
1001010110010(bin) = 4786(dec),31/53,53,1,5
1001010110011(bin) = 4787(dec),31/53,53,1,5
1001010110100(bin) = 4788(dec),31/53,53,1,5
1001010110101(bin) = 4789(dec),31/53,53,1,5
1001010110110(bin) = 4790(dec),31/53,53,1,5
1001010110111(bin) = 4791(dec),31/53,53,1,5
1001010111000(bin) = 4792(dec),31/53,53,1,5
1001010111001(bin) = 4793(dec),31/53,53,1,5
1001010111111(bin) = 4799(dec),17/29,29,1,5
1001011000000(bin) = 4800(dec),17/29,29,1,5
1001011000001(bin) = 4801(dec),17/29,29,1,5
1001011000010(bin) = 4802(dec),17/29,29,1,5
1001011000011(bin) = 4803(dec),17/29,29,1,5
1001011000100(bin) = 4804(dec),17/29,29,1,5
1001011000101(bin) = 4805(dec),17/29,29,1,5
1001011001110(bin) = 4814(dec),10/17,17,5,1
1001011001111(bin) = 4815(dec),10/17,17,5,1
1001011010000(bin) = 4816(dec),10/17,17,5,1
1001011010001(bin) = 4817(dec),10/17,17,5,1
1001011010010(bin) = 4818(dec),10/17,17,5,1
1001011010011(bin) = 4819(dec),10/17,17,5,1
1001011010100(bin) = 4820(dec),10/17,17,5,1
1001011010101(bin) = 4821(dec),10/17,17,5,1
1001011010110(bin) = 4822(dec),10/17,17,5,1
1001011010111(bin) = 4823(dec),10/17,17,5,1
1001011011000(bin) = 4824(dec),10/17,17,5,1
1001011011001(bin) = 4825(dec),10/17,17,5,1
1001011101101(bin) = 4845(dec),29/49,49,5,1
1001011101110(bin) = 4846(dec),29/49,49,5,1
1001011101111(bin) = 4847(dec),29/49,49,5,1
1001011110000(bin) = 4848(dec),29/49,49,5,1
1001011110001(bin) = 4849(dec),29/49,49,5,1
1001011110010(bin) = 4850(dec),29/49,49,5,1
1001011110011(bin) = 4851(dec),29/49,49,5,1
1001011111100(bin) = 4860(dec),19/32,32,5,1
1001011111101(bin) = 4861(dec),19/32,32,5,1
1001011111110(bin) = 4862(dec),19/32,32,5,1
1001011111111(bin) = 4863(dec),19/32,32,5,1
1001100000000(bin) = 4864(dec),19/32,32,5,1
1001100000001(bin) = 4865(dec),19/32,32,5,1
1001100000010(bin) = 4866(dec),19/32,32,5,1
1001100000011(bin) = 4867(dec),19/32,32,5,1
1001100000100(bin) = 4868(dec),22/37,37,1,5
1001100000101(bin) = 4869(dec),22/37,37,1,5
1001100000110(bin) = 4870(dec),22/37,37,1,5
1001100000111(bin) = 4871(dec),22/37,37,1,5
1001100001000(bin) = 4872(dec),22/37,37,1,5
1001100001001(bin) = 4873(dec),22/37,37,1,5
1001100010011(bin) = 4883(dec),31/52,52,1,5
1001100010100(bin) = 4884(dec),31/52,52,1,5
1001100010101(bin) = 4885(dec),31/52,52,1,5
1001100010110(bin) = 4886(dec),31/52,52,1,5
1001100011000(bin) = 4888(dec),31/52,52,1,5
1001100011001(bin) = 4889(dec),31/52,52,1,5
1001100011010(bin) = 4890(dec),31/52,52,1,5
1001100011011(bin) = 4891(dec),31/52,52,1,5
1001100011101(bin) = 4893(dec),31/52,52,1,5
1001100011110(bin) = 4894(dec),31/52,52,1,5
1001100011111(bin) = 4895(dec),31/52,52,1,5
1001100100000(bin) = 4896(dec),31/52,52,1,5
1001100100001(bin) = 4897(dec),31/52,52,1,5
1001100100010(bin) = 4898(dec),31/52,52,1,5
1001100100011(bin) = 4899(dec),31/52,52,1,5
1001100100100(bin) = 4900(dec),3/5,5,1,5
1001100100101(bin) = 4901(dec),3/5,5,1,5
1001100100110(bin) = 4902(dec),3/5,5,1,5
1001100100111(bin) = 4903(dec),3/5,5,1,5
1001100101000(bin) = 4904(dec),3/5,5,1,5
1001100101011(bin) = 4907(dec),3/5,5,1,5
1001100101110(bin) = 4910(dec),3/5,5,1,5
1001100111001(bin) = 4921(dec),3/5,5,1,5
1001100111010(bin) = 4922(dec),3/5,5,1,5
1001100111011(bin) = 4923(dec),3/5,5,1,5
1001100111100(bin) = 4924(dec),3/5,5,1,5
