Register Output,Fraction,Guess for r,guess1,guess2
0101001100000(bin) = 2656(dec),12/37,37,1,5
0101001100001(bin) = 2657(dec),12/37,37,1,5
0101001100010(bin) = 2658(dec),12/37,37,1,5
0101001100011(bin) = 2659(dec),12/37,37,1,5
0101001110010(bin) = 2674(dec),16/49,49,5,1
0101001110011(bin) = 2675(dec),16/49,49,5,1
0101001110100(bin) = 2676(dec),16/49,49,5,1
0101001110101(bin) = 2677(dec),17/52,52,1,5
0101001110110(bin) = 2678(dec),17/52,52,1,5
0101001110111(bin) = 2679(dec),17/52,52,1,5
0101011000101(bin) = 2757(dec),18/53,53,1,5
0101011000110(bin) = 2758(dec),18/53,53,1,5
0101011000111(bin) = 2759(dec),18/53,53,1,5
0101011001000(bin) = 2760(dec),18/53,53,1,5
0101011001001(bin) = 2761(dec),18/53,53,1,5
0101011001010(bin) = 2762(dec),18/53,53,1,5
0101011001011(bin) = 2763(dec),18/53,53,1,5
0101011001100(bin) = 2764(dec),18/53,53,1,5
0101011001101(bin) = 2765(dec),18/53,53,1,5
0101011001110(bin) = 2766(dec),18/53,53,1,5
0101011001111(bin) = 2767(dec),18/53,53,1,5
0101011010000(bin) = 2768(dec),18/53,53,1,5
0101011010001(bin) = 2769(dec),18/53,53,1,5
0101011010010(bin) = 2770(dec),18/53,53,1,5
0101011010011(bin) = 2771(dec),18/53,53,1,5
0101011010100(bin) = 2772(dec),18/53,53,1,5
0101011010110(bin) = 2774(dec),18/53,53,1,5
0101011010111(bin) = 2775(dec),18/53,53,1,5
0101011011000(bin) = 2776(dec),18/53,53,1,5
0101011011001(bin) = 2777(dec),18/53,53,1,5
0101011011010(bin) = 2778(dec),18/53,53,1,5
0101011011011(bin) = 2779(dec),18/53,53,1,5
0101011011100(bin) = 2780(dec),18/53,53,1,5
0101011011101(bin) = 2781(dec),18/53,53,1,5
0101011011110(bin) = 2782(dec),18/53,53,1,5
0101011011111(bin) = 2783(dec),18/53,53,1,5
0101011100000(bin) = 2784(dec),17/50,50,1,11
0101011100001(bin) = 2785(dec),17/50,50,1,11
0101011100010(bin) = 2786(dec),17/50,50,1,11
0101011100011(bin) = 2787(dec),17/50,50,1,11
0101011100111(bin) = 2791(dec),15/44,44,1,5
0101011101000(bin) = 2792(dec),15/44,44,1,5
0101011101001(bin) = 2793(dec),15/44,44,1,5
0101011101010(bin) = 2794(dec),15/44,44,1,5
0101011111101(bin) = 2813(dec),11/32,32,5,1
0101011111110(bin) = 2814(dec),11/32,32,5,1
0101011111111(bin) = 2815(dec),11/32,32,5,1
0101100000000(bin) = 2816(dec),11/32,32,5,1
0101100000010(bin) = 2818(dec),11/32,32,5,1
0101100000011(bin) = 2819(dec),11/32,32,5,1
0101100000100(bin) = 2820(dec),11/32,32,5,1
0101100000101(bin) = 2821(dec),10/29,29,1,5
0101100000110(bin) = 2822(dec),10/29,29,1,5
0101100000111(bin) = 2823(dec),10/29,29,1,5
0101100001000(bin) = 2824(dec),10/29,29,1,5
0101100001001(bin) = 2825(dec),10/29,29,1,5
0101100001010(bin) = 2826(dec),10/29,29,1,5
0101100001011(bin) = 2827(dec),10/29,29,1,5
0101100010111(bin) = 2839(dec),17/49,49,5,1
0101100011000(bin) = 2840(dec),17/49,49,5,1
0101100011001(bin) = 2841(dec),17/49,49,5,1
0101100011010(bin) = 2842(dec),17/49,49,5,1
0101100011011(bin) = 2843(dec),17/49,49,5,1
0101100011100(bin) = 2844(dec),17/49,49,5,1
0101100011101(bin) = 2845(dec),17/49,49,5,1
0101100101111(bin) = 2863(dec),7/20,20,11,5
0101100111001(bin) = 2873(dec),13/37,37,1,5
0101100111011(bin) = 2875(dec),13/37,37,1,5
0101100111101(bin) = 2877(dec),13/37,37,1,5
0101100111110(bin) = 2878(dec),13/37,37,1,5
0101101000000(bin) = 2880(dec),13/37,37,1,5
0101101000111(bin) = 2887(dec),6/17,17,5,1
0101101001001(bin) = 2889(dec),6/17,17,5,1
0101101001010(bin) = 2890(dec),6/17,17,5,1
0101101001011(bin) = 2891(dec),6/17,17,5,1
0101101001100(bin) = 2892(dec),6/17,17,5,1
0101101001101(bin) = 2893(dec),6/17,17,5,1
0101101001110(bin) = 2894(dec),6/17,17,5,1
0101101001111(bin) = 2895(dec),6/17,17,5,1
0101101010000(bin) = 2896(dec),6/17,17,5,1
0101101010001(bin) = 2897(dec),17/48,48,5,1
0101101010010(bin) = 2898(dec),17/48,48,5,1
0101101010011(bin) = 2899(dec),17/48,48,5,1
0101101010100(bin) = 2900(dec),17/48,48,5,1
0101101010101(bin) = 2901(dec),17/48,48,5,1
0101101010110(bin) = 2902(dec),17/48,48,5,1
0101101010111(bin) = 2903(dec),17/48,48,5,1
0101101011001(bin) = 2905(dec),11/31,31,1,11
0101101011010(bin) = 2906(dec),11/31,31,1,11
0101101011011(bin) = 2907(dec),11/31,31,1,11
0101101011100(bin) = 2908(dec),11/31,31,1,11
0101101011101(bin) = 2909(dec),11/31,31,1,11
0101101011110(bin) = 2910(dec),16/45,45,1,5
0101101011111(bin) = 2911(dec),16/45,45,1,5
0101101100000(bin) = 2912(dec),16/45,45,1,5
0101101100001(bin) = 2913(dec),16/45,45,1,5
0101101100010(bin) = 2914(dec),16/45,45,1,5
0101101100011(bin) = 2915(dec),16/45,45,1,5
0101101100100(bin) = 2916(dec),16/45,45,1,5
0101101100101(bin) = 2917(dec),16/45,45,1,5
0101101100110(bin) = 2918(dec),16/45,45,1,5
0101101100111(bin) = 2919(dec),16/45,45,1,5
0101101110100(bin) = 2932(dec),19/53,53,1,5
0101101110101(bin) = 2933(dec),19/53,53,1,5
0101101110110(bin) = 2934(dec),19/53,53,1,5
0101101110111(bin) = 2935(dec),19/53,53,1,5
0101101111000(bin) = 2936(dec),19/53,53,1,5
0101101111001(bin) = 2937(dec),19/53,53,1,5
0101101111010(bin) = 2938(dec),19/53,53,1,5
0101110000001(bin) = 2945(dec),9/25,25,5,1
0101110000010(bin) = 2946(dec),9/25,25,5,1
0101110000011(bin) = 2947(dec),9/25,25,5,1
0101110000100(bin) = 2948(dec),9/25,25,5,1
0101110000101(bin) = 2949(dec),9/25,25,5,1
0101110000110(bin) = 2950(dec),9/25,25,5,1
0101110000111(bin) = 2951(dec),9/25,25,5,1
0101110001000(bin) = 2952(dec),9/25,25,5,1
0101110001001(bin) = 2953(dec),9/25,25,5,1
0101110001010(bin) = 2954(dec),13/36,36,1,5
0101110001011(bin) = 2955(dec),13/36,36,1,5
0101110001100(bin) = 2956(dec),13/36,36,1,5
0101110001101(bin) = 2957(dec),13/36,36,1,5
0101110001110(bin) = 2958(dec),13/36,36,1,5
0101110001111(bin) = 2959(dec),13/36,36,1,5
0101110010000(bin) = 2960(dec),13/36,36,1,5
0101110011011(bin) = 2971(dec),4/11,11,1,11
0101110011100(bin) = 2972(dec),4/11,11,1,11
0101110011101(bin) = 2973(dec),4/11,11,1,11
0101110011110(bin) = 2974(dec),4/11,11,1,11
0101110011111(bin) = 2975(dec),4/11,11,1,11
0101110100000(bin) = 2976(dec),4/11,11,1,11
0101110100001(bin) = 2977(dec),4/11,11,1,11
0101110100010(bin) = 2978(dec),4/11,11,1,11
0101110100011(bin) = 2979(dec),4/11,11,1,11
0101110100100(bin) = 2980(dec),4/11,11,1,11
0101110100101(bin) = 2981(dec),4/11,11,1,11
0101110100110(bin) = 2982(dec),4/11,11,1,11
0101110100111(bin) = 2983(dec),4/11,11,1,11
0101110101000(bin) = 2984(dec),4/11,11,1,11
0101110101001(bin) = 2985(dec),4/11,11,1,11
0101110101010(bin) = 2986(dec),4/11,11,1,11
0101110101011(bin) = 2987(dec),19/52,52,1,5
0101110101100(bin) = 2988(dec),19/52,52,1,5
0101110101101(bin) = 2989(dec),19/52,52,1,5
0101110101110(bin) = 2990(dec),19/52,52,1,5
0101110101111(bin) = 2991(dec),19/52,52,1,5
0101110110000(bin) = 2992(dec),19/52,52,1,5
0101110110001(bin) = 2993(dec),19/52,52,1,5
0101110110010(bin) = 2994(dec),19/52,52,1,5
0101110110011(bin) = 2995(dec),19/52,52,1,5
0101110111001(bin) = 3001(dec),11/30,30,1,11
0101110111010(bin) = 3002(dec),11/30,30,1,11
0101110111011(bin) = 3003(dec),11/30,30,1,11
0101110111100(bin) = 3004(dec),11/30,30,1,11
0101110111101(bin) = 3005(dec),11/30,30,1,11
0101110111110(bin) = 3006(dec),11/30,30,1,11
0101110111111(bin) = 3007(dec),18/49,49,5,1
0101111000000(bin) = 3008(dec),18/49,49,5,1
0101111000001(bin) = 3009(dec),18/49,49,5,1
0101111000010(bin) = 3010(dec),18/49,49,5,1
0101111000011(bin) = 3011(dec),18/49,49,5,1
0101111000100(bin) = 3012(dec),18/49,49,5,1
0101111000101(bin) = 3013(dec),18/49,49,5,1
0101111101011(bin) = 3051(dec),19/51,51,1,11
0101111101100(bin) = 3052(dec),19/51,51,1,11
0101111101101(bin) = 3053(dec),19/51,51,1,11
0101111101110(bin) = 3054(dec),19/51,51,1,11
0101111101111(bin) = 3055(dec),19/51,51,1,11
0101111110000(bin) = 3056(dec),19/51,51,1,11
0101111110001(bin) = 3057(dec),19/51,51,1,11
0101111110010(bin) = 3058(dec),19/51,51,1,11
0101111110011(bin) = 3059(dec),19/51,51,1,11
0101111110100(bin) = 3060(dec),19/51,51,1,11
0101111110101(bin) = 3061(dec),19/51,51,1,11
0101111110110(bin) = 3062(dec),3/8,8,5,1
0101111110111(bin) = 3063(dec),3/8,8,5,1
0101111111000(bin) = 3064(dec),3/8,8,5,1
0101111111001(bin) = 3065(dec),3/8,8,5,1
0101111111010(bin) = 3066(dec),3/8,8,5,1
0101111111011(bin) = 3067(dec),3/8,8,5,1
0101111111100(bin) = 3068(dec),3/8,8,5,1
0101111111101(bin) = 3069(dec),3/8,8,5,1
0101111111110(bin) = 3070(dec),3/8,8,5,1
0101111111111(bin) = 3071(dec),3/8,8,5,1
0110000000000(bin) = 3072(dec),3/8,8,5,1
0110000000001(bin) = 3073(dec),3/8,8,5,1
0110000000010(bin) = 3074(dec),3/8,8,5,1
0110000000011(bin) = 3075(dec),3/8,8,5,1
0110000000100(bin) = 3076(dec),3/8,8,5,1
0110000000101(bin) = 3077(dec),3/8,8,5,1
0110000000110(bin) = 3078(dec),3/8,8,5,1
0110000000111(bin) = 3079(dec),3/8,8,5,1
0110000001000(bin) = 3080(dec),3/8,8,5,1
0110000001001(bin) = 3081(dec),3/8,8,5,1
0110000001010(bin) = 3082(dec),20/53,53,1,5
0110000001011(bin) = 3083(dec),20/53,53,1,5
0110000001100(bin) = 3084(dec),20/53,53,1,5
0110000001101(bin) = 3085(dec),20/53,53,1,5
0110000001110(bin) = 3086(dec),20/53,53,1,5
0110000001111(bin) = 3087(dec),20/53,53,1,5
0110000010000(bin) = 3088(dec),20/53,53,1,5
0110000010001(bin) = 3089(dec),20/53,53,1,5
0110000010010(bin) = 3090(dec),20/53,53,1,5
0110000010011(bin) = 3091(dec),20/53,53,1,5
0110000010100(bin) = 3092(dec),20/53,53,1,5
0110000010101(bin) = 3093(dec),20/53,53,1,5
0110000010110(bin) = 3094(dec),17/45,45,1,5
0110000010111(bin) = 3095(dec),17/45,45,1,5
0110000011000(bin) = 3096(dec),17/45,45,1,5
0110000011001(bin) = 3097(dec),17/45,45,1,5
0110000011010(bin) = 3098(dec),14/37,37,1,5
0110000011011(bin) = 3099(dec),14/37,37,1,5
0110000011100(bin) = 3100(dec),14/37,37,1,5
0110000011101(bin) = 3101(dec),14/37,37,1,5
0110000011110(bin) = 3102(dec),14/37,37,1,5
0110000011111(bin) = 3103(dec),14/37,37,1,5
0110000100000(bin) = 3104(dec),11/29,29,1,5
0110000100001(bin) = 3105(dec),11/29,29,1,5
0110000100010(bin) = 3106(dec),11/29,29,1,5
0110000100011(bin) = 3107(dec),11/29,29,1,5
0110000100100(bin) = 3108(dec),11/29,29,1,5
0110000100101(bin) = 3109(dec),11/29,29,1,5
0110000100110(bin) = 3110(dec),11/29,29,1,5
0110000100111(bin) = 3111(dec),19/50,50,1,11
0110000101000(bin) = 3112(dec),19/50,50,1,11
0110000101001(bin) = 3113(dec),19/50,50,1,11
0110000101010(bin) = 3114(dec),19/50,50,1,11
0110000101011(bin) = 3115(dec),19/50,50,1,11
0110000101100(bin) = 3116(dec),19/50,50,1,11
0110000101101(bin) = 3117(dec),8/21,21,11,5
0110000101110(bin) = 3118(dec),8/21,21,11,5
0110000101111(bin) = 3119(dec),8/21,21,11,5
0110000110000(bin) = 3120(dec),8/21,21,11,5
0110000110001(bin) = 3121(dec),8/21,21,11,5
0110000110010(bin) = 3122(dec),8/21,21,11,5
0110000110011(bin) = 3123(dec),8/21,21,11,5
0110000110100(bin) = 3124(dec),8/21,21,11,5
0110001001001(bin) = 3145(dec),5/13,13,1,5
0110001001010(bin) = 3146(dec),5/13,13,1,5
0110001001011(bin) = 3147(dec),5/13,13,1,5
0110001001100(bin) = 3148(dec),5/13,13,1,5
0110001001101(bin) = 3149(dec),5/13,13,1,5
0110001001110(bin) = 3150(dec),5/13,13,1,5
0110001001111(bin) = 3151(dec),5/13,13,1,5
0110001010000(bin) = 3152(dec),5/13,13,1,5
0110001010001(bin) = 3153(dec),5/13,13,1,5
0110001010010(bin) = 3154(dec),5/13,13,1,5
0110001010011(bin) = 3155(dec),5/13,13,1,5
0110001010100(bin) = 3156(dec),5/13,13,1,5
0110001010101(bin) = 3157(dec),5/13,13,1,5
0110001010110(bin) = 3158(dec),17/44,44,1,5
0110001010111(bin) = 3159(dec),17/44,44,1,5
0110001011000(bin) = 3160(dec),17/44,44,1,5
0110001011001(bin) = 3161(dec),17/44,44,1,5
0110001011010(bin) = 3162(dec),17/44,44,1,5
0110001011011(bin) = 3163(dec),17/44,44,1,5
0110001011100(bin) = 3164(dec),17/44,44,1,5
0110001011101(bin) = 3165(dec),17/44,44,1,5
0110001011110(bin) = 3166(dec),17/44,44,1,5
0110001011111(bin) = 3167(dec),17/44,44,1,5
0110001100000(bin) = 3168(dec),17/44,44,1,5
0110001100001(bin) = 3169(dec),12/31,31,1,11
0110001100010(bin) = 3170(dec),12/31,31,1,11
0110001100011(bin) = 3171(dec),12/31,31,1,11
0110001100100(bin) = 3172(dec),12/31,31,1,11
0110001100101(bin) = 3173(dec),12/31,31,1,11
0110001100110(bin) = 3174(dec),19/49,49,5,1
0110001100111(bin) = 3175(dec),19/49,49,5,1
0110001101000(bin) = 3176(dec),19/49,49,5,1
0110001101001(bin) = 3177(dec),19/49,49,5,1
0110001101010(bin) = 3178(dec),19/49,49,5,1
0110001101011(bin) = 3179(dec),19/49,49,5,1
0110001101100(bin) = 3180(dec),19/49,49,5,1
0110001101101(bin) = 3181(dec),19/49,49,5,1
0110010001010(bin) = 3210(dec),20/51,51,1,11
0110010001011(bin) = 3211(dec),20/51,51,1,11
0110010001100(bin) = 3212(dec),20/51,51,1,11
0110010001101(bin) = 3213(dec),20/51,51,1,11
0110010001110(bin) = 3214(dec),20/51,51,1,11
0110010001111(bin) = 3215(dec),20/51,51,1,11
0110010010000(bin) = 3216(dec),11/28,28,1,5
0110010010001(bin) = 3217(dec),11/28,28,1,5
0110010010010(bin) = 3218(dec),11/28,28,1,5
0110010010011(bin) = 3219(dec),11/28,28,1,5
0110010010100(bin) = 3220(dec),11/28,28,1,5
0110010010101(bin) = 3221(dec),11/28,28,1,5
0110010010110(bin) = 3222(dec),11/28,28,1,5
0110010010111(bin) = 3223(dec),13/33,33,5,1
0110010011000(bin) = 3224(dec),13/33,33,5,1
0110010011001(bin) = 3225(dec),13/33,33,5,1
0110010011010(bin) = 3226(dec),13/33,33,5,1
0110010011011(bin) = 3227(dec),13/33,33,5,1
0110010011100(bin) = 3228(dec),13/33,33,5,1
0110010011101(bin) = 3229(dec),13/33,33,5,1
0110010011110(bin) = 3230(dec),13/33,33,5,1
0110010101001(bin) = 3241(dec),19/48,48,5,1
0110010101010(bin) = 3242(dec),19/48,48,5,1
0110010101011(bin) = 3243(dec),19/48,48,5,1
0110010101100(bin) = 3244(dec),19/48,48,5,1
0110010101101(bin) = 3245(dec),21/53,53,1,5
0110010101110(bin) = 3246(dec),21/53,53,1,5
0110010101111(bin) = 3247(dec),21/53,53,1,5
0110010110000(bin) = 3248(dec),21/53,53,1,5
0110010110001(bin) = 3249(dec),21/53,53,1,5
0110010110010(bin) = 3250(dec),21/53,53,1,5
0110010110011(bin) = 3251(dec),21/53,53,1,5
0110010110100(bin) = 3252(dec),21/53,53,1,5
0110010110101(bin) = 3253(dec),21/53,53,1,5
0110010110110(bin) = 3254(dec),21/53,53,1,5
0110010110111(bin) = 3255(dec),21/53,53,1,5
0110010111000(bin) = 3256(dec),21/53,53,1,5
0110010111001(bin) = 3257(dec),21/53,53,1,5
0110010111010(bin) = 3258(dec),21/53,53,1,5
0110010111011(bin) = 3259(dec),21/53,53,1,5
0110010111100(bin) = 3260(dec),21/53,53,1,5
0110010111110(bin) = 3262(dec),2/5,5,1,5
0110010111111(bin) = 3263(dec),2/5,5,1,5
0110011000000(bin) = 3264(dec),2/5,5,1,5
0110011000001(bin) = 3265(dec),2/5,5,1,5
0110011000010(bin) = 3266(dec),2/5,5,1,5
0110011000011(bin) = 3267(dec),2/5,5,1,5
0110011000100(bin) = 3268(dec),2/5,5,1,5
0110011000110(bin) = 3270(dec),2/5,5,1,5
0110011000111(bin) = 3271(dec),2/5,5,1,5
0110011010100(bin) = 3284(dec),2/5,5,1,5
0110011010110(bin) = 3286(dec),2/5,5,1,5
0110011010111(bin) = 3287(dec),2/5,5,1,5
0110011011000(bin) = 3288(dec),2/5,5,1,5
0110011011001(bin) = 3289(dec),2/5,5,1,5
0110011011010(bin) = 3290(dec),2/5,5,1,5
0110011011011(bin) = 3291(dec),2/5,5,1,5
0110011011100(bin) = 3292(dec),2/5,5,1,5
0110011011101(bin) = 3293(dec),21/52,52,1,5
0110011011110(bin) = 3294(dec),21/52,52,1,5
0110011011111(bin) = 3295(dec),21/52,52,1,5
0110011100001(bin) = 3297(dec),21/52,52,1,5
0110011100010(bin) = 3298(dec),21/52,52,1,5
0110011100011(bin) = 3299(dec),21/52,52,1,5
0110011100100(bin) = 3300(dec),21/52,52,1,5
0110011100101(bin) = 3301(dec),21/52,52,1,5
0110011100110(bin) = 3302(dec),21/52,52,1,5
0110011100111(bin) = 3303(dec),21/52,52,1,5
0110011101000(bin) = 3304(dec),21/52,52,1,5
0110011101001(bin) = 3305(dec),21/52,52,1,5
0110011101010(bin) = 3306(dec),21/52,52,1,5
0110011101011(bin) = 3307(dec),21/52,52,1,5
0110011101100(bin) = 3308(dec),21/52,52,1,5
0110011101101(bin) = 3309(dec),21/52,52,1,5
0110011110111(bin) = 3319(dec),15/37,37,1,5
0110011111000(bin) = 3320(dec),15/37,37,1,5
0110011111001(bin) = 3321(dec),15/37,37,1,5
0110011111010(bin) = 3322(dec),15/37,37,1,5
0110011111011(bin) = 3323(dec),15/37,37,1,5
0110011111100(bin) = 3324(dec),15/37,37,1,5
0110011111101(bin) = 3325(dec),13/32,32,5,1
0110011111110(bin) = 3326(dec),13/32,32,5,1
0110011111111(bin) = 3327(dec),13/32,32,5,1
0110100000000(bin) = 3328(dec),13/32,32,5,1
0110100000001(bin) = 3329(dec),13/32,32,5,1
0110100000010(bin) = 3330(dec),13/32,32,5,1
0110100000011(bin) = 3331(dec),13/32,32,5,1
0110100000100(bin) = 3332(dec),13/32,32,5,1
0110100001101(bin) = 3341(dec),20/49,49,5,1
0110100001110(bin) = 3342(dec),20/49,49,5,1
0110100001111(bin) = 3343(dec),20/49,49,5,1
0110100010000(bin) = 3344(dec),20/49,49,5,1
0110100010001(bin) = 3345(dec),20/49,49,5,1
0110100010010(bin) = 3346(dec),20/49,49,5,1
0110100010011(bin) = 3347(dec),20/49,49,5,1
0110100100111(bin) = 3367(dec),7/17,17,5,1
0110100101000(bin) = 3368(dec),7/17,17,5,1
0110100101001(bin) = 3369(dec),7/17,17,5,1
0110100101010(bin) = 3370(dec),7/17,17,5,1
0110100101011(bin) = 3371(dec),7/17,17,5,1
0110100101100(bin) = 3372(dec),7/17,17,5,1
0110100101101(bin) = 3373(dec),7/17,17,5,1
0110100101110(bin) = 3374(dec),7/17,17,5,1
0110100101111(bin) = 3375(dec),7/17,17,5,1
0110100110000(bin) = 3376(dec),7/17,17,5,1
0110100110001(bin) = 3377(dec),7/17,17,5,1
0110100110010(bin) = 3378(dec),7/17,17,5,1
0110100111011(bin) = 3387(dec),12/29,29,1,5
0110100111100(bin) = 3388(dec),12/29,29,1,5
0110100111101(bin) = 3389(dec),12/29,29,1,5
0110100111110(bin) = 3390(dec),12/29,29,1,5
0110100111111(bin) = 3391(dec),12/29,29,1,5
0110101000000(bin) = 3392(dec),12/29,29,1,5
0110101000001(bin) = 3393(dec),12/29,29,1,5
0110101000111(bin) = 3399(dec),22/53,53,1,5
0110101001000(bin) = 3400(dec),22/53,53,1,5
0110101001001(bin) = 3401(dec),22/53,53,1,5
0110101001010(bin) = 3402(dec),22/53,53,1,5
0110101001011(bin) = 3403(dec),22/53,53,1,5
0110101001100(bin) = 3404(dec),22/53,53,1,5
0110101001101(bin) = 3405(dec),22/53,53,1,5
0110101001110(bin) = 3406(dec),22/53,53,1,5
0110101001111(bin) = 3407(dec),5/12,12,1,5
0110101010000(bin) = 3408(dec),5/12,12,1,5
0110101010001(bin) = 3409(dec),5/12,12,1,5
0110101010010(bin) = 3410(dec),5/12,12,1,5
0110101010011(bin) = 3411(dec),5/12,12,1,5
0110101010100(bin) = 3412(dec),5/12,12,1,5
0110101010101(bin) = 3413(dec),5/12,12,1,5
0110101010110(bin) = 3414(dec),5/12,12,1,5
0110101010111(bin) = 3415(dec),5/12,12,1,5
0110101011000(bin) = 3416(dec),5/12,12,1,5
0110101011001(bin) = 3417(dec),5/12,12,1,5
0110101011010(bin) = 3418(dec),5/12,12,1,5
0110101011011(bin) = 3419(dec),5/12,12,1,5
0110101101001(bin) = 3433(dec),13/31,31,1,11
0110101101010(bin) = 3434(dec),13/31,31,1,11
0110101101011(bin) = 3435(dec),13/31,31,1,11
0110101101100(bin) = 3436(dec),13/31,31,1,11
0110101101101(bin) = 3437(dec),13/31,31,1,11
0110101101110(bin) = 3438(dec),21/50,50,1,11
0110101101111(bin) = 3439(dec),21/50,50,1,11
0110101110000(bin) = 3440(dec),21/50,50,1,11
0110101110001(bin) = 3441(dec),21/50,50,1,11
0110101110010(bin) = 3442(dec),21/50,50,1,11
0110101110011(bin) = 3443(dec),21/50,50,1,11
0110101110100(bin) = 3444(dec),21/50,50,1,11
0110101111111(bin) = 3455(dec),19/45,45,1,5
0110110000000(bin) = 3456(dec),19/45,45,1,5
0110110000001(bin) = 3457(dec),19/45,45,1,5
0110110000010(bin) = 3458(dec),19/45,45,1,5
0110110000011(bin) = 3459(dec),19/45,45,1,5
0110110000100(bin) = 3460(dec),19/45,45,1,5
0110110000101(bin) = 3461(dec),19/45,45,1,5
0110110000110(bin) = 3462(dec),19/45,45,1,5
0110110001111(bin) = 3471(dec),14/33,33,5,1
0110110010000(bin) = 3472(dec),14/33,33,5,1
0110110010001(bin) = 3473(dec),14/33,33,5,1
0110110010010(bin) = 3474(dec),14/33,33,5,1
0110110010011(bin) = 3475(dec),14/33,33,5,1
0110110010100(bin) = 3476(dec),14/33,33,5,1
0110110010101(bin) = 3477(dec),14/33,33,5,1
0110110010110(bin) = 3478(dec),14/33,33,5,1
0110111000011(bin) = 3523(dec),22/51,51,1,11
0110111000100(bin) = 3524(dec),22/51,51,1,11
0110111000101(bin) = 3525(dec),22/51,51,1,11
0110111000110(bin) = 3526(dec),22/51,51,1,11
0110111000111(bin) = 3527(dec),22/51,51,1,11
0110111001000(bin) = 3528(dec),22/51,51,1,11
0110111001001(bin) = 3529(dec),22/51,51,1,11
0110111001010(bin) = 3530(dec),22/51,51,1,11
0110111001011(bin) = 3531(dec),22/51,51,1,11
0110111001100(bin) = 3532(dec),22/51,51,1,11
0110111001101(bin) = 3533(dec),22/51,51,1,11
0110111001110(bin) = 3534(dec),22/51,51,1,11
0110111001111(bin) = 3535(dec),22/51,51,1,11
0110111010000(bin) = 3536(dec),19/44,44,1,5
0110111010001(bin) = 3537(dec),19/44,44,1,5
0110111010010(bin) = 3538(dec),19/44,44,1,5
0110111010011(bin) = 3539(dec),19/44,44,1,5
0110111010100(bin) = 3540(dec),16/37,37,1,5
0110111010101(bin) = 3541(dec),16/37,37,1,5
0110111010110(bin) = 3542(dec),16/37,37,1,5
0110111010111(bin) = 3543(dec),16/37,37,1,5
0110111011000(bin) = 3544(dec),16/37,37,1,5
0110111011001(bin) = 3545(dec),16/37,37,1,5
0110111011010(bin) = 3546(dec),16/37,37,1,5
0110111011011(bin) = 3547(dec),13/30,30,1,11
0110111011100(bin) = 3548(dec),13/30,30,1,11
0110111011101(bin) = 3549(dec),13/30,30,1,11
0110111011110(bin) = 3550(dec),13/30,30,1,11
0110111011111(bin) = 3551(dec),13/30,30,1,11
0110111100000(bin) = 3552(dec),13/30,30,1,11
0110111100001(bin) = 3553(dec),23/53,53,1,5
0110111100010(bin) = 3554(dec),23/53,53,1,5
0110111100011(bin) = 3555(dec),23/53,53,1,5
0110111100100(bin) = 3556(dec),23/53,53,1,5
0110111100101(bin) = 3557(dec),23/53,53,1,5
0110111100110(bin) = 3558(dec),23/53,53,1,5
0110111111100(bin) = 3580(dec),7/16,16,5,1
0110111111101(bin) = 3581(dec),7/16,16,5,1
0110111111110(bin) = 3582(dec),7/16,16,5,1
0110111111111(bin) = 3583(dec),7/16,16,5,1
0111000000000(bin) = 3584(dec),7/16,16,5,1
0111000000001(bin) = 3585(dec),7/16,16,5,1
0111000000010(bin) = 3586(dec),7/16,16,5,1
0111000000011(bin) = 3587(dec),7/16,16,5,1
0111000000100(bin) = 3588(dec),7/16,16,5,1
0111000000101(bin) = 3589(dec),7/16,16,5,1
0111000000110(bin) = 3590(dec),7/16,16,5,1
0111000010001(bin) = 3601(dec),11/25,25,5,1
0111000010010(bin) = 3602(dec),11/25,25,5,1
0111000010011(bin) = 3603(dec),11/25,25,5,1
0111000010100(bin) = 3604(dec),11/25,25,5,1
0111000010101(bin) = 3605(dec),11/25,25,5,1
0111000010110(bin) = 3606(dec),11/25,25,5,1
0111000010111(bin) = 3607(dec),11/25,25,5,1
0111000011000(bin) = 3608(dec),11/25,25,5,1
0111000011001(bin) = 3609(dec),11/25,25,5,1
0111000100110(bin) = 3622(dec),23/52,52,1,5
0111000100111(bin) = 3623(dec),23/52,52,1,5
0111000101000(bin) = 3624(dec),23/52,52,1,5
0111000101001(bin) = 3625(dec),23/52,52,1,5
0111000101010(bin) = 3626(dec),23/52,52,1,5
0111000101011(bin) = 3627(dec),23/52,52,1,5
0111000101100(bin) = 3628(dec),23/52,52,1,5
0111000101101(bin) = 3629(dec),23/52,52,1,5
0111000101110(bin) = 3630(dec),23/52,52,1,5
0111000101111(bin) = 3631(dec),23/52,52,1,5
0111000110000(bin) = 3632(dec),23/52,52,1,5
0111000110001(bin) = 3633(dec),4/9,9,5,1
0111000110010(bin) = 3634(dec),4/9,9,5,1
0111000110011(bin) = 3635(dec),4/9,9,5,1
0111000110100(bin) = 3636(dec),4/9,9,5,1
0111000110101(bin) = 3637(dec),4/9,9,5,1
0111000110110(bin) = 3638(dec),4/9,9,5,1
0111000110111(bin) = 3639(dec),4/9,9,5,1
0111000111000(bin) = 3640(dec),4/9,9,5,1
0111000111001(bin) = 3641(dec),4/9,9,5,1
0111000111010(bin) = 3642(dec),4/9,9,5,1
0111000111011(bin) = 3643(dec),4/9,9,5,1
0111000111100(bin) = 3644(dec),4/9,9,5,1
