Register Output,Fraction,Guess for r,guess1,guess2,iterations
011011001001010(bin) = 13898(dec),14/33,33,5,1,0
011011001001011(bin) = 13899(dec),14/33,33,5,1,0
011011001001100(bin) = 13900(dec),14/33,33,5,1,0
011011001001101(bin) = 13901(dec),14/33,33,5,1,0
011011001001110(bin) = 13902(dec),14/33,33,5,1,0
011011001001111(bin) = 13903(dec),14/33,33,5,1,0
011011001010000(bin) = 13904(dec),14/33,33,5,1,0
011011001010001(bin) = 13905(dec),14/33,33,5,1,0
011011001010010(bin) = 13906(dec),14/33,33,5,1,0
011011001010011(bin) = 13907(dec),14/33,33,5,1,0
011011001010100(bin) = 13908(dec),14/33,33,5,1,0
011011001010101(bin) = 13909(dec),14/33,33,5,1,0
011011001010110(bin) = 13910(dec),14/33,33,5,1,0
011011001010111(bin) = 13911(dec),14/33,33,5,1,0
011011001011000(bin) = 13912(dec),14/33,33,5,1,0
011011001011001(bin) = 13913(dec),14/33,33,5,1,0
011011100001010(bin) = 14090(dec),22/51,51,1,11,0
011011100001011(bin) = 14091(dec),22/51,51,1,11,0
011011100001100(bin) = 14092(dec),22/51,51,1,11,0
011011100001101(bin) = 14093(dec),22/51,51,1,11,0
011011100001110(bin) = 14094(dec),22/51,51,1,11,0
011011100001111(bin) = 14095(dec),22/51,51,1,11,0
011011100010000(bin) = 14096(dec),22/51,51,1,11,0
011011100010001(bin) = 14097(dec),22/51,51,1,11,0
011011100010010(bin) = 14098(dec),22/51,51,1,11,0
011011100010011(bin) = 14099(dec),22/51,51,1,11,0
011011100010100(bin) = 14100(dec),22/51,51,1,11,0
011011100010101(bin) = 14101(dec),22/51,51,1,11,0
011011100010110(bin) = 14102(dec),22/51,51,1,11,0
011011100010111(bin) = 14103(dec),22/51,51,1,11,0
011011100011000(bin) = 14104(dec),22/51,51,1,11,0
011011100011001(bin) = 14105(dec),22/51,51,1,11,0
011011100011010(bin) = 14106(dec),22/51,51,1,11,0
011011100011011(bin) = 14107(dec),22/51,51,1,11,0
011011100011100(bin) = 14108(dec),22/51,51,1,11,0
011011100011101(bin) = 14109(dec),22/51,51,1,11,0
011011100011110(bin) = 14110(dec),22/51,51,1,11,0
011011100011111(bin) = 14111(dec),22/51,51,1,11,0
011011100100000(bin) = 14112(dec),22/51,51,1,11,0
011011100100001(bin) = 14113(dec),22/51,51,1,11,0
011011100100010(bin) = 14114(dec),22/51,51,1,11,0
011011100100011(bin) = 14115(dec),22/51,51,1,11,0
011011100100100(bin) = 14116(dec),22/51,51,1,11,0
011011100100101(bin) = 14117(dec),22/51,51,1,11,0
011011100100110(bin) = 14118(dec),22/51,51,1,11,0
011011100100111(bin) = 14119(dec),22/51,51,1,11,0
011011100101000(bin) = 14120(dec),22/51,51,1,11,0
011011100101001(bin) = 14121(dec),22/51,51,1,11,0
011011100101010(bin) = 14122(dec),22/51,51,1,11,0
011011100101011(bin) = 14123(dec),22/51,51,1,11,0
011011100101100(bin) = 14124(dec),22/51,51,1,11,0
011011100101101(bin) = 14125(dec),22/51,51,1,11,0
011011100101110(bin) = 14126(dec),22/51,51,1,11,0
011011100101111(bin) = 14127(dec),22/51,51,1,11,0
011011100110000(bin) = 14128(dec),22/51,51,1,11,0
011011100110001(bin) = 14129(dec),22/51,51,1,11,0
011011100110010(bin) = 14130(dec),22/51,51,1,11,0
011011100110011(bin) = 14131(dec),22/51,51,1,11,0
011011100110100(bin) = 14132(dec),22/51,51,1,11,0
011011100110101(bin) = 14133(dec),22/51,51,1,11,0
011011100110110(bin) = 14134(dec),22/51,51,1,11,0
011011100110111(bin) = 14135(dec),22/51,51,1,11,0
011011100111000(bin) = 14136(dec),22/51,51,1,11,0
011011100111001(bin) = 14137(dec),22/51,51,1,11,0
011011100111010(bin) = 14138(dec),22/51,51,1,11,0
011011100111011(bin) = 14139(dec),22/51,51,1,11,0
011011100111100(bin) = 14140(dec),22/51,51,1,11,0
011011100111101(bin) = 14141(dec),22/51,51,1,11,0
011011100111110(bin) = 14142(dec),22/51,51,1,11,0
011011100111111(bin) = 14143(dec),19/44,44,1,5,0
011011101000000(bin) = 14144(dec),19/44,44,1,5,0
011011101000001(bin) = 14145(dec),19/44,44,1,5,0
011011101000010(bin) = 14146(dec),19/44,44,1,5,0
011011101000011(bin) = 14147(dec),19/44,44,1,5,0
011011101000100(bin) = 14148(dec),19/44,44,1,5,0
011011101000101(bin) = 14149(dec),19/44,44,1,5,0
011011101000110(bin) = 14150(dec),19/44,44,1,5,0
011011101000111(bin) = 14151(dec),19/44,44,1,5,0
011011101001000(bin) = 14152(dec),19/44,44,1,5,0
011011101001001(bin) = 14153(dec),19/44,44,1,5,0
011011101001010(bin) = 14154(dec),19/44,44,1,5,0
011011101001011(bin) = 14155(dec),19/44,44,1,5,0
011011101001100(bin) = 14156(dec),19/44,44,1,5,0
011011101001101(bin) = 14157(dec),19/44,44,1,5,0
011011101001110(bin) = 14158(dec),19/44,44,1,5,0
011011101001111(bin) = 14159(dec),19/44,44,1,5,0
011011101010000(bin) = 14160(dec),16/37,37,1,5,0
011011101010001(bin) = 14161(dec),16/37,37,1,5,0
011011101010010(bin) = 14162(dec),16/37,37,1,5,0
011011101010011(bin) = 14163(dec),16/37,37,1,5,0
011011101010100(bin) = 14164(dec),16/37,37,1,5,0
011011101010101(bin) = 14165(dec),16/37,37,1,5,0
011011101010110(bin) = 14166(dec),16/37,37,1,5,0
011011101010111(bin) = 14167(dec),16/37,37,1,5,0
011011101011000(bin) = 14168(dec),16/37,37,1,5,0
011011101011001(bin) = 14169(dec),16/37,37,1,5,0
011011101011010(bin) = 14170(dec),16/37,37,1,5,0
011011101011011(bin) = 14171(dec),16/37,37,1,5,0
011011101011100(bin) = 14172(dec),16/37,37,1,5,0
011011101011101(bin) = 14173(dec),16/37,37,1,5,0
011011101011110(bin) = 14174(dec),16/37,37,1,5,0
011011101011111(bin) = 14175(dec),16/37,37,1,5,0
011011101100000(bin) = 14176(dec),16/37,37,1,5,0
011011101100001(bin) = 14177(dec),16/37,37,1,5,0
011011101100010(bin) = 14178(dec),16/37,37,1,5,0
011011101100011(bin) = 14179(dec),16/37,37,1,5,0
011011101100100(bin) = 14180(dec),16/37,37,1,5,0
011011101100101(bin) = 14181(dec),16/37,37,1,5,0
011011101100110(bin) = 14182(dec),16/37,37,1,5,0
011011101100111(bin) = 14183(dec),16/37,37,1,5,0
011011101101000(bin) = 14184(dec),16/37,37,1,5,0
011011101101001(bin) = 14185(dec),13/30,30,1,11,0
011011101101010(bin) = 14186(dec),13/30,30,1,11,0
011011101101011(bin) = 14187(dec),13/30,30,1,11,0
011011101101100(bin) = 14188(dec),13/30,30,1,11,0
011011101101101(bin) = 14189(dec),13/30,30,1,11,0
011011101101110(bin) = 14190(dec),13/30,30,1,11,0
011011101101111(bin) = 14191(dec),13/30,30,1,11,0
011011101110000(bin) = 14192(dec),13/30,30,1,11,0
011011101110001(bin) = 14193(dec),13/30,30,1,11,0
011011101110010(bin) = 14194(dec),13/30,30,1,11,0
011011101110011(bin) = 14195(dec),13/30,30,1,11,0
011011101110100(bin) = 14196(dec),13/30,30,1,11,0
011011101110101(bin) = 14197(dec),13/30,30,1,11,0
011011101110110(bin) = 14198(dec),13/30,30,1,11,0
011011101110111(bin) = 14199(dec),13/30,30,1,11,0
011011101111000(bin) = 14200(dec),13/30,30,1,11,0
011011101111001(bin) = 14201(dec),13/30,30,1,11,0
011011101111010(bin) = 14202(dec),13/30,30,1,11,0
011011101111011(bin) = 14203(dec),13/30,30,1,11,0
011011101111100(bin) = 14204(dec),13/30,30,1,11,0
011011101111101(bin) = 14205(dec),13/30,30,1,11,0
011011101111110(bin) = 14206(dec),13/30,30,1,11,0
011011101111111(bin) = 14207(dec),13/30,30,1,11,0
011011110000000(bin) = 14208(dec),13/30,30,1,11,0
011011110000001(bin) = 14209(dec),13/30,30,1,11,0
011011110000010(bin) = 14210(dec),23/53,53,1,5,0
011011110000011(bin) = 14211(dec),23/53,53,1,5,0
011011110000100(bin) = 14212(dec),23/53,53,1,5,0
011011110000101(bin) = 14213(dec),23/53,53,1,5,0
011011110000110(bin) = 14214(dec),23/53,53,1,5,0
011011110000111(bin) = 14215(dec),23/53,53,1,5,0
011011110001000(bin) = 14216(dec),23/53,53,1,5,0
011011110001001(bin) = 14217(dec),23/53,53,1,5,0
011011110001010(bin) = 14218(dec),23/53,53,1,5,0
011011110001011(bin) = 14219(dec),23/53,53,1,5,0
011011110001100(bin) = 14220(dec),23/53,53,1,5,0
011011110001101(bin) = 14221(dec),23/53,53,1,5,0
011011110001110(bin) = 14222(dec),23/53,53,1,5,0
011011110001111(bin) = 14223(dec),23/53,53,1,5,0
011011110010000(bin) = 14224(dec),23/53,53,1,5,0
011011110010001(bin) = 14225(dec),23/53,53,1,5,0
011011110010010(bin) = 14226(dec),23/53,53,1,5,0
011011110010011(bin) = 14227(dec),23/53,53,1,5,0
011011110010100(bin) = 14228(dec),23/53,53,1,5,0
011011110010101(bin) = 14229(dec),23/53,53,1,5,0
011011110010110(bin) = 14230(dec),23/53,53,1,5,0
011011110010111(bin) = 14231(dec),23/53,53,1,5,0
011011110011000(bin) = 14232(dec),23/53,53,1,5,0
011011110011001(bin) = 14233(dec),23/53,53,1,5,0
011011111101110(bin) = 14318(dec),7/16,16,5,1,0
011011111101111(bin) = 14319(dec),7/16,16,5,1,0
011011111110000(bin) = 14320(dec),7/16,16,5,1,0
011011111110001(bin) = 14321(dec),7/16,16,5,1,0
011011111110010(bin) = 14322(dec),7/16,16,5,1,0
011011111110011(bin) = 14323(dec),7/16,16,5,1,0
011011111110100(bin) = 14324(dec),7/16,16,5,1,0
011011111110101(bin) = 14325(dec),7/16,16,5,1,0
011011111110110(bin) = 14326(dec),7/16,16,5,1,0
011011111110111(bin) = 14327(dec),7/16,16,5,1,0
011011111111000(bin) = 14328(dec),7/16,16,5,1,0
011011111111001(bin) = 14329(dec),7/16,16,5,1,0
011011111111010(bin) = 14330(dec),7/16,16,5,1,0
011011111111011(bin) = 14331(dec),7/16,16,5,1,0
011011111111100(bin) = 14332(dec),7/16,16,5,1,0
011011111111101(bin) = 14333(dec),7/16,16,5,1,0
011011111111110(bin) = 14334(dec),7/16,16,5,1,0
011011111111111(bin) = 14335(dec),7/16,16,5,1,0
011100000000000(bin) = 14336(dec),7/16,16,5,1,0
011100000000001(bin) = 14337(dec),7/16,16,5,1,0
011100000000010(bin) = 14338(dec),7/16,16,5,1,0
011100000000011(bin) = 14339(dec),7/16,16,5,1,0
011100000000100(bin) = 14340(dec),7/16,16,5,1,0
011100000000101(bin) = 14341(dec),7/16,16,5,1,0
011100000000110(bin) = 14342(dec),7/16,16,5,1,0
011100000000111(bin) = 14343(dec),7/16,16,5,1,0
011100000001000(bin) = 14344(dec),7/16,16,5,1,0
011100000001001(bin) = 14345(dec),7/16,16,5,1,0
011100000001010(bin) = 14346(dec),7/16,16,5,1,0
011100000001011(bin) = 14347(dec),7/16,16,5,1,0
011100000001100(bin) = 14348(dec),7/16,16,5,1,0
011100000001101(bin) = 14349(dec),7/16,16,5,1,0
011100000001110(bin) = 14350(dec),7/16,16,5,1,0
011100000001111(bin) = 14351(dec),7/16,16,5,1,0
011100000010000(bin) = 14352(dec),7/16,16,5,1,0
011100000010001(bin) = 14353(dec),7/16,16,5,1,0
011100000010010(bin) = 14354(dec),7/16,16,5,1,0
011100000010011(bin) = 14355(dec),7/16,16,5,1,0
011100000010100(bin) = 14356(dec),7/16,16,5,1,0
011100000010101(bin) = 14357(dec),7/16,16,5,1,0
011100000010110(bin) = 14358(dec),7/16,16,5,1,0
011100000010111(bin) = 14359(dec),7/16,16,5,1,0
011100000011000(bin) = 14360(dec),7/16,16,5,1,0
011100001000010(bin) = 14402(dec),11/25,25,5,1,0
011100001000011(bin) = 14403(dec),11/25,25,5,1,0
011100001000100(bin) = 14404(dec),11/25,25,5,1,0
011100001000101(bin) = 14405(dec),11/25,25,5,1,0
011100001000110(bin) = 14406(dec),11/25,25,5,1,0
011100001000111(bin) = 14407(dec),11/25,25,5,1,0
011100001001000(bin) = 14408(dec),11/25,25,5,1,0
011100001001001(bin) = 14409(dec),11/25,25,5,1,0
011100001001010(bin) = 14410(dec),11/25,25,5,1,0
011100001001011(bin) = 14411(dec),11/25,25,5,1,0
011100001001100(bin) = 14412(dec),11/25,25,5,1,0
011100001001101(bin) = 14413(dec),11/25,25,5,1,0
011100001001110(bin) = 14414(dec),11/25,25,5,1,0
011100001001111(bin) = 14415(dec),11/25,25,5,1,0
011100001010000(bin) = 14416(dec),11/25,25,5,1,0
011100001010001(bin) = 14417(dec),11/25,25,5,1,0
011100001010010(bin) = 14418(dec),11/25,25,5,1,0
011100001010011(bin) = 14419(dec),11/25,25,5,1,0
011100001010100(bin) = 14420(dec),11/25,25,5,1,0
011100001010101(bin) = 14421(dec),11/25,25,5,1,0
011100001010110(bin) = 14422(dec),11/25,25,5,1,0
011100001010111(bin) = 14423(dec),11/25,25,5,1,0
011100001011000(bin) = 14424(dec),11/25,25,5,1,0
011100001011001(bin) = 14425(dec),11/25,25,5,1,0
011100001011010(bin) = 14426(dec),11/25,25,5,1,0
011100001011011(bin) = 14427(dec),11/25,25,5,1,0
011100001011100(bin) = 14428(dec),11/25,25,5,1,0
011100001011101(bin) = 14429(dec),11/25,25,5,1,0
011100001011110(bin) = 14430(dec),11/25,25,5,1,0
011100001011111(bin) = 14431(dec),11/25,25,5,1,0
011100001100000(bin) = 14432(dec),11/25,25,5,1,0
011100001100001(bin) = 14433(dec),11/25,25,5,1,0
011100001100010(bin) = 14434(dec),11/25,25,5,1,0
011100001100011(bin) = 14435(dec),11/25,25,5,1,0
011100001100100(bin) = 14436(dec),11/25,25,5,1,0
011100001100101(bin) = 14437(dec),11/25,25,5,1,0
011100010010111(bin) = 14487(dec),23/52,52,1,5,0
011100010011000(bin) = 14488(dec),23/52,52,1,5,0
011100010011001(bin) = 14489(dec),23/52,52,1,5,0
011100010011010(bin) = 14490(dec),23/52,52,1,5,0
011100010011011(bin) = 14491(dec),23/52,52,1,5,0
011100010011100(bin) = 14492(dec),23/52,52,1,5,0
011100010011101(bin) = 14493(dec),23/52,52,1,5,0
011100010011110(bin) = 14494(dec),23/52,52,1,5,0
011100010011111(bin) = 14495(dec),23/52,52,1,5,0
011100010100000(bin) = 14496(dec),23/52,52,1,5,0
011100010100001(bin) = 14497(dec),23/52,52,1,5,0
011100010100010(bin) = 14498(dec),23/52,52,1,5,0
011100010100011(bin) = 14499(dec),23/52,52,1,5,0
011100010100100(bin) = 14500(dec),23/52,52,1,5,0
011100010100101(bin) = 14501(dec),23/52,52,1,5,0
011100010100110(bin) = 14502(dec),23/52,52,1,5,0
011100010100111(bin) = 14503(dec),23/52,52,1,5,0
011100010101000(bin) = 14504(dec),23/52,52,1,5,0
011100010101001(bin) = 14505(dec),23/52,52,1,5,0
011100010101010(bin) = 14506(dec),23/52,52,1,5,0
011100010101011(bin) = 14507(dec),23/52,52,1,5,0
011100010101100(bin) = 14508(dec),23/52,52,1,5,0
011100010101101(bin) = 14509(dec),23/52,52,1,5,0
011100010101110(bin) = 14510(dec),23/52,52,1,5,0
011100010101111(bin) = 14511(dec),23/52,52,1,5,0
011100010110000(bin) = 14512(dec),23/52,52,1,5,0
011100010110001(bin) = 14513(dec),23/52,52,1,5,0
011100010110010(bin) = 14514(dec),23/52,52,1,5,0
011100010110011(bin) = 14515(dec),23/52,52,1,5,0
011100010110100(bin) = 14516(dec),23/52,52,1,5,0
011100010110101(bin) = 14517(dec),23/52,52,1,5,0
011100010110110(bin) = 14518(dec),23/52,52,1,5,0
011100010110111(bin) = 14519(dec),23/52,52,1,5,0
011100010111000(bin) = 14520(dec),23/52,52,1,5,0
011100010111001(bin) = 14521(dec),23/52,52,1,5,0
011100010111010(bin) = 14522(dec),23/52,52,1,5,0
011100010111011(bin) = 14523(dec),23/52,52,1,5,0
011100010111100(bin) = 14524(dec),23/52,52,1,5,0
011100010111101(bin) = 14525(dec),23/52,52,1,5,0
011100010111110(bin) = 14526(dec),23/52,52,1,5,0
011100010111111(bin) = 14527(dec),23/52,52,1,5,0
011100011000000(bin) = 14528(dec),23/52,52,1,5,0
011100011000001(bin) = 14529(dec),4/9,9,5,1,0
011100011000010(bin) = 14530(dec),4/9,9,5,1,0
011100011000011(bin) = 14531(dec),4/9,9,5,1,0
011100011000100(bin) = 14532(dec),4/9,9,5,1,0
011100011000101(bin) = 14533(dec),4/9,9,5,1,0
011100011000110(bin) = 14534(dec),4/9,9,5,1,0
011100011000111(bin) = 14535(dec),4/9,9,5,1,0
011100011001000(bin) = 14536(dec),4/9,9,5,1,0
011100011001001(bin) = 14537(dec),4/9,9,5,1,0
011100011001010(bin) = 14538(dec),4/9,9,5,1,0
011100011001011(bin) = 14539(dec),4/9,9,5,1,0
011100011001100(bin) = 14540(dec),4/9,9,5,1,0
011100011001101(bin) = 14541(dec),4/9,9,5,1,0
011100011001110(bin) = 14542(dec),4/9,9,5,1,0
011100011001111(bin) = 14543(dec),4/9,9,5,1,0
011100011010000(bin) = 14544(dec),4/9,9,5,1,0
011100011010001(bin) = 14545(dec),4/9,9,5,1,0
011100011010010(bin) = 14546(dec),4/9,9,5,1,0
011100011010011(bin) = 14547(dec),4/9,9,5,1,0
011100011010100(bin) = 14548(dec),4/9,9,5,1,0
011100011010101(bin) = 14549(dec),4/9,9,5,1,0
011100011010110(bin) = 14550(dec),4/9,9,5,1,0
011100011010111(bin) = 14551(dec),4/9,9,5,1,0
011100011011000(bin) = 14552(dec),4/9,9,5,1,0
011100011011001(bin) = 14553(dec),4/9,9,5,1,0
011100011011010(bin) = 14554(dec),4/9,9,5,1,0
011100011011011(bin) = 14555(dec),4/9,9,5,1,0
011100011011100(bin) = 14556(dec),4/9,9,5,1,0
011100011011101(bin) = 14557(dec),4/9,9,5,1,0
011100011011110(bin) = 14558(dec),4/9,9,5,1,0
011100011011111(bin) = 14559(dec),4/9,9,5,1,0
011100011100000(bin) = 14560(dec),4/9,9,5,1,0
011100011100001(bin) = 14561(dec),4/9,9,5,1,0
011100011100010(bin) = 14562(dec),4/9,9,5,1,0
011100011100011(bin) = 14563(dec),4/9,9,5,1,0
011100011100100(bin) = 14564(dec),4/9,9,5,1,0
011100011100101(bin) = 14565(dec),4/9,9,5,1,0
011100011100110(bin) = 14566(dec),4/9,9,5,1,0
011100011100111(bin) = 14567(dec),4/9,9,5,1,0
011100011101000(bin) = 14568(dec),4/9,9,5,1,0
011100011101001(bin) = 14569(dec),4/9,9,5,1,0
011100011101010(bin) = 14570(dec),4/9,9,5,1,0
011100011101011(bin) = 14571(dec),4/9,9,5,1,0
011100011101100(bin) = 14572(dec),4/9,9,5,1,0
011100011101101(bin) = 14573(dec),4/9,9,5,1,0
011100011101110(bin) = 14574(dec),4/9,9,5,1,0
011100011101111(bin) = 14575(dec),4/9,9,5,1,0
011100011110000(bin) = 14576(dec),4/9,9,5,1,0
011100011110001(bin) = 14577(dec),4/9,9,5,1,0
011100011110010(bin) = 14578(dec),4/9,9,5,1,0
011100011110011(bin) = 14579(dec),4/9,9,5,1,0
011100011110100(bin) = 14580(dec),4/9,9,5,1,0
011100011110101(bin) = 14581(dec),4/9,9,5,1,0
011100011110110(bin) = 14582(dec),4/9,9,5,1,0
011100011110111(bin) = 14583(dec),4/9,9,5,1,0
011100011111000(bin) = 14584(dec),4/9,9,5,1,0
011100011111001(bin) = 14585(dec),4/9,9,5,1,0
011100011111010(bin) = 14586(dec),4/9,9,5,1,0
011100011111011(bin) = 14587(dec),4/9,9,5,1,0
011100011111100(bin) = 14588(dec),4/9,9,5,1,0
011100011111101(bin) = 14589(dec),4/9,9,5,1,0
011100011111110(bin) = 14590(dec),4/9,9,5,1,0
011100011111111(bin) = 14591(dec),4/9,9,5,1,0
011100100000001(bin) = 14593(dec),4/9,9,5,1,0
011100100000010(bin) = 14594(dec),4/9,9,5,1,0
011100100000011(bin) = 14595(dec),4/9,9,5,1,0
011100100000100(bin) = 14596(dec),4/9,9,5,1,0
011100100000101(bin) = 14597(dec),4/9,9,5,1,0
011100100000110(bin) = 14598(dec),4/9,9,5,1,0
011100100000111(bin) = 14599(dec),4/9,9,5,1,0
011100100001000(bin) = 14600(dec),4/9,9,5,1,0
011100100001001(bin) = 14601(dec),4/9,9,5,1,0
011100100001010(bin) = 14602(dec),4/9,9,5,1,0
011100101010011(bin) = 14675(dec),13/29,29,1,5,0
011100101010100(bin) = 14676(dec),13/29,29,1,5,0
011100101010101(bin) = 14677(dec),13/29,29,1,5,0
011100101010110(bin) = 14678(dec),13/29,29,1,5,0
011100101010111(bin) = 14679(dec),13/29,29,1,5,0
011100101011000(bin) = 14680(dec),13/29,29,1,5,0
011100101011001(bin) = 14681(dec),13/29,29,1,5,0
011100101011010(bin) = 14682(dec),13/29,29,1,5,0
011100101011011(bin) = 14683(dec),13/29,29,1,5,0
011100101011100(bin) = 14684(dec),13/29,29,1,5,0
011100101011101(bin) = 14685(dec),13/29,29,1,5,0
011100101011110(bin) = 14686(dec),13/29,29,1,5,0
011100101011111(bin) = 14687(dec),13/29,29,1,5,0
011100101100000(bin) = 14688(dec),13/29,29,1,5,0
011100101100001(bin) = 14689(dec),13/29,29,1,5,0
011100101100010(bin) = 14690(dec),13/29,29,1,5,0
011100101100011(bin) = 14691(dec),13/29,29,1,5,0
011100101100100(bin) = 14692(dec),13/29,29,1,5,0
011100101100101(bin) = 14693(dec),13/29,29,1,5,0
011100101100110(bin) = 14694(dec),13/29,29,1,5,0
011100101100111(bin) = 14695(dec),13/29,29,1,5,0
011100101101000(bin) = 14696(dec),13/29,29,1,5,0
011100101101001(bin) = 14697(dec),13/29,29,1,5,0
011100101101010(bin) = 14698(dec),13/29,29,1,5,0
011100101101011(bin) = 14699(dec),13/29,29,1,5,0
011100101101100(bin) = 14700(dec),13/29,29,1,5,0
011100101101101(bin) = 14701(dec),22/49,49,5,1,0
011100101101110(bin) = 14702(dec),22/49,49,5,1,0
011100101101111(bin) = 14703(dec),22/49,49,5,1,0
011100101110000(bin) = 14704(dec),22/49,49,5,1,0
011100101110001(bin) = 14705(dec),22/49,49,5,1,0
011100101110011(bin) = 14707(dec),22/49,49,5,1,0
011100101110100(bin) = 14708(dec),22/49,49,5,1,0
011100101110101(bin) = 14709(dec),22/49,49,5,1,0
011100101110110(bin) = 14710(dec),22/49,49,5,1,0
011100101110111(bin) = 14711(dec),22/49,49,5,1,0
011100101111000(bin) = 14712(dec),22/49,49,5,1,0
011100101111001(bin) = 14713(dec),22/49,49,5,1,0
011100101111010(bin) = 14714(dec),22/49,49,5,1,0
011100101111011(bin) = 14715(dec),22/49,49,5,1,0
011100101111100(bin) = 14716(dec),22/49,49,5,1,0
011100101111101(bin) = 14717(dec),22/49,49,5,1,0
011100101111111(bin) = 14719(dec),22/49,49,5,1,0
011100110000000(bin) = 14720(dec),22/49,49,5,1,0
011100110000001(bin) = 14721(dec),22/49,49,5,1,0
011100110000010(bin) = 14722(dec),22/49,49,5,1,0
011100110000011(bin) = 14723(dec),22/49,49,5,1,0
011100110000100(bin) = 14724(dec),22/49,49,5,1,0
011100110000101(bin) = 14725(dec),22/49,49,5,1,0
011100110000110(bin) = 14726(dec),22/49,49,5,1,0
011100110001000(bin) = 14728(dec),22/49,49,5,1,0
011100110001001(bin) = 14729(dec),9/20,20,11,5,0
011100110001010(bin) = 14730(dec),9/20,20,11,5,0
011100110001011(bin) = 14731(dec),9/20,20,11,5,0
011100110001100(bin) = 14732(dec),9/20,20,11,5,0
011100110001111(bin) = 14735(dec),9/20,20,11,5,0
011100110100001(bin) = 14753(dec),9/20,20,11,5,0
011100110100110(bin) = 14758(dec),9/20,20,11,5,0
011100110100111(bin) = 14759(dec),9/20,20,11,5,0
011100110101000(bin) = 14760(dec),9/20,20,11,5,0
011100110101001(bin) = 14761(dec),9/20,20,11,5,0
011100110101010(bin) = 14762(dec),23/51,51,1,11,0
011100110101011(bin) = 14763(dec),23/51,51,1,11,0
011100110101110(bin) = 14766(dec),23/51,51,1,11,0
011100110101111(bin) = 14767(dec),23/51,51,1,11,0
011100110110000(bin) = 14768(dec),23/51,51,1,11,0
011100110110001(bin) = 14769(dec),23/51,51,1,11,0
011100110110010(bin) = 14770(dec),23/51,51,1,11,0
011100110110011(bin) = 14771(dec),23/51,51,1,11,0
011100110110100(bin) = 14772(dec),23/51,51,1,11,0
011100110110101(bin) = 14773(dec),23/51,51,1,11,0
011100110110110(bin) = 14774(dec),23/51,51,1,11,0
011100110110111(bin) = 14775(dec),23/51,51,1,11,0
011100110111000(bin) = 14776(dec),23/51,51,1,11,0
011100110111001(bin) = 14777(dec),23/51,51,1,11,0
011100110111010(bin) = 14778(dec),23/51,51,1,11,0
011100110111011(bin) = 14779(dec),23/51,51,1,11,0
011100110111100(bin) = 14780(dec),23/51,51,1,11,0
011100110111101(bin) = 14781(dec),23/51,51,1,11,0
011100110111110(bin) = 14782(dec),23/51,51,1,11,0
011100110111111(bin) = 14783(dec),23/51,51,1,11,0
011100111000000(bin) = 14784(dec),23/51,51,1,11,0
011100111000001(bin) = 14785(dec),23/51,51,1,11,0
011100111000010(bin) = 14786(dec),23/51,51,1,11,0
011100111000011(bin) = 14787(dec),23/51,51,1,11,0
011100111000100(bin) = 14788(dec),23/51,51,1,11,0
011100111000101(bin) = 14789(dec),14/31,31,1,11,0
011100111000110(bin) = 14790(dec),14/31,31,1,11,0
011100111000111(bin) = 14791(dec),14/31,31,1,11,0
011100111001000(bin) = 14792(dec),14/31,31,1,11,0
011100111001001(bin) = 14793(dec),14/31,31,1,11,0
011100111001010(bin) = 14794(dec),14/31,31,1,11,0
011100111001011(bin) = 14795(dec),14/31,31,1,11,0
011100111001100(bin) = 14796(dec),14/31,31,1,11,0
011100111001101(bin) = 14797(dec),14/31,31,1,11,0
011100111001110(bin) = 14798(dec),14/31,31,1,11,0
011100111001111(bin) = 14799(dec),14/31,31,1,11,0
011100111010000(bin) = 14800(dec),14/31,31,1,11,0
011100111010001(bin) = 14801(dec),14/31,31,1,11,0
011100111010010(bin) = 14802(dec),14/31,31,1,11,0
011100111010011(bin) = 14803(dec),14/31,31,1,11,0
011100111010100(bin) = 14804(dec),14/31,31,1,11,0
011100111010101(bin) = 14805(dec),14/31,31,1,11,0
011100111010110(bin) = 14806(dec),14/31,31,1,11,0
011100111010111(bin) = 14807(dec),14/31,31,1,11,0
011100111011000(bin) = 14808(dec),14/31,31,1,11,0
011100111011001(bin) = 14809(dec),14/31,31,1,11,0
011100111011010(bin) = 14810(dec),14/31,31,1,11,0
011100111011011(bin) = 14811(dec),14/31,31,1,11,0
011100111101111(bin) = 14831(dec),24/53,53,1,5,0
011100111110000(bin) = 14832(dec),24/53,53,1,5,0
011100111110001(bin) = 14833(dec),24/53,53,1,5,0
011100111110010(bin) = 14834(dec),24/53,53,1,5,0
011100111110011(bin) = 14835(dec),24/53,53,1,5,0
011100111110100(bin) = 14836(dec),24/53,53,1,5,0
011100111110101(bin) = 14837(dec),24/53,53,1,5,0
011100111110110(bin) = 14838(dec),24/53,53,1,5,0
011100111110111(bin) = 14839(dec),24/53,53,1,5,0
011100111111000(bin) = 14840(dec),24/53,53,1,5,0
011100111111001(bin) = 14841(dec),24/53,53,1,5,0
011100111111010(bin) = 14842(dec),24/53,53,1,5,0
011100111111011(bin) = 14843(dec),24/53,53,1,5,0
011100111111100(bin) = 14844(dec),24/53,53,1,5,0
011100111111101(bin) = 14845(dec),24/53,53,1,5,0
011100111111110(bin) = 14846(dec),24/53,53,1,5,0
011100111111111(bin) = 14847(dec),24/53,53,1,5,0
011101000000000(bin) = 14848(dec),24/53,53,1,5,0
