Register Output,Fraction,Guess for r,guess1,guess2,iterations
000001101101110(bin) = 878(dec),1/37,37,1,5,0
000001101101111(bin) = 879(dec),1/37,37,1,5,0
000001101110000(bin) = 880(dec),1/37,37,1,5,0
000001101110001(bin) = 881(dec),1/37,37,1,5,0
000001101110010(bin) = 882(dec),1/37,37,1,5,0
000001101110011(bin) = 883(dec),1/37,37,1,5,0
000001101110100(bin) = 884(dec),1/37,37,1,5,0
000001101110101(bin) = 885(dec),1/37,37,1,5,0
000001101110110(bin) = 886(dec),1/37,37,1,5,0
000001101110111(bin) = 887(dec),1/37,37,1,5,0
000001101111000(bin) = 888(dec),1/37,37,1,5,0
000001101111001(bin) = 889(dec),1/37,37,1,5,0
000001101111010(bin) = 890(dec),1/37,37,1,5,0
000001101111011(bin) = 891(dec),1/37,37,1,5,0
000001101111100(bin) = 892(dec),1/37,37,1,5,0
000001101111101(bin) = 893(dec),1/37,37,1,5,0
000001101111110(bin) = 894(dec),1/37,37,1,5,0
000001101111111(bin) = 895(dec),1/37,37,1,5,0
000001110000000(bin) = 896(dec),1/37,37,1,5,0
000001110000001(bin) = 897(dec),1/37,37,1,5,0
000001110000010(bin) = 898(dec),1/36,36,1,5,0
000001110000011(bin) = 899(dec),1/36,36,1,5,0
000001110000100(bin) = 900(dec),1/36,36,1,5,0
000001110000101(bin) = 901(dec),1/36,36,1,5,0
000001110000110(bin) = 902(dec),1/36,36,1,5,0
000001110000111(bin) = 903(dec),1/36,36,1,5,0
000001110001000(bin) = 904(dec),1/36,36,1,5,0
000001110001001(bin) = 905(dec),1/36,36,1,5,0
000001110001010(bin) = 906(dec),1/36,36,1,5,0
000001110001011(bin) = 907(dec),1/36,36,1,5,0
000001110001100(bin) = 908(dec),1/36,36,1,5,0
000001110001101(bin) = 909(dec),1/36,36,1,5,0
000001110001110(bin) = 910(dec),1/36,36,1,5,0
000001110001111(bin) = 911(dec),1/36,36,1,5,0
000001110010000(bin) = 912(dec),1/36,36,1,5,0
000001110010001(bin) = 913(dec),1/36,36,1,5,0
000001110010010(bin) = 914(dec),1/36,36,1,5,0
000001110010011(bin) = 915(dec),1/36,36,1,5,0
000001110010100(bin) = 916(dec),1/36,36,1,5,0
000001110010101(bin) = 917(dec),1/36,36,1,5,0
000001110010110(bin) = 918(dec),1/36,36,1,5,0
000001110010111(bin) = 919(dec),1/36,36,1,5,0
000001110011000(bin) = 920(dec),1/36,36,1,5,0
000001110011001(bin) = 921(dec),1/36,36,1,5,0
000001110011010(bin) = 922(dec),1/36,36,1,5,0
000001110011011(bin) = 923(dec),1/36,36,1,5,0
000001111010011(bin) = 979(dec),1/33,33,5,1,0
000001111010100(bin) = 980(dec),1/33,33,5,1,0
000001111010101(bin) = 981(dec),1/33,33,5,1,0
000001111010110(bin) = 982(dec),1/33,33,5,1,0
000001111010111(bin) = 983(dec),1/33,33,5,1,0
000001111011000(bin) = 984(dec),1/33,33,5,1,0
000001111011001(bin) = 985(dec),1/33,33,5,1,0
000001111011010(bin) = 986(dec),1/33,33,5,1,0
000001111011011(bin) = 987(dec),1/33,33,5,1,0
000001111011100(bin) = 988(dec),1/33,33,5,1,0
000001111011101(bin) = 989(dec),1/33,33,5,1,0
000001111011110(bin) = 990(dec),1/33,33,5,1,0
000001111011111(bin) = 991(dec),1/33,33,5,1,0
000001111100000(bin) = 992(dec),1/33,33,5,1,0
000001111100001(bin) = 993(dec),1/33,33,5,1,0
000001111100010(bin) = 994(dec),1/33,33,5,1,0
000001111100011(bin) = 995(dec),1/33,33,5,1,0
000001111100100(bin) = 996(dec),1/33,33,5,1,0
000001111100101(bin) = 997(dec),1/33,33,5,1,0
000001111100110(bin) = 998(dec),1/33,33,5,1,0
000001111100111(bin) = 999(dec),1/33,33,5,1,0
000001111101000(bin) = 1000(dec),1/33,33,5,1,0
000001111101001(bin) = 1001(dec),1/33,33,5,1,0
000001111101010(bin) = 1002(dec),1/33,33,5,1,0
000001111101011(bin) = 1003(dec),1/33,33,5,1,0
000001111101100(bin) = 1004(dec),1/33,33,5,1,0
000001111101101(bin) = 1005(dec),1/33,33,5,1,0
000001111101110(bin) = 1006(dec),1/33,33,5,1,0
000001111101111(bin) = 1007(dec),1/33,33,5,1,0
000001111110000(bin) = 1008(dec),1/33,33,5,1,0
000001111110001(bin) = 1009(dec),1/32,32,5,1,0
000001111110010(bin) = 1010(dec),1/32,32,5,1,0
000001111110011(bin) = 1011(dec),1/32,32,5,1,0
000001111110100(bin) = 1012(dec),1/32,32,5,1,0
000001111110101(bin) = 1013(dec),1/32,32,5,1,0
000001111110110(bin) = 1014(dec),1/32,32,5,1,0
000001111110111(bin) = 1015(dec),1/32,32,5,1,0
000001111111000(bin) = 1016(dec),1/32,32,5,1,0
000001111111001(bin) = 1017(dec),1/32,32,5,1,0
000001111111010(bin) = 1018(dec),1/32,32,5,1,0
000001111111011(bin) = 1019(dec),1/32,32,5,1,0
000001111111100(bin) = 1020(dec),1/32,32,5,1,0
000001111111101(bin) = 1021(dec),1/32,32,5,1,0
000001111111110(bin) = 1022(dec),1/32,32,5,1,0
000001111111111(bin) = 1023(dec),1/32,32,5,1,0
000010000000000(bin) = 1024(dec),1/32,32,5,1,0
000010000000001(bin) = 1025(dec),1/32,32,5,1,0
000010000000010(bin) = 1026(dec),1/32,32,5,1,0
000010000000011(bin) = 1027(dec),1/32,32,5,1,0
000010000000100(bin) = 1028(dec),1/32,32,5,1,0
000010000000101(bin) = 1029(dec),1/32,32,5,1,0
000010000000110(bin) = 1030(dec),1/32,32,5,1,0
000010000000111(bin) = 1031(dec),1/32,32,5,1,0
000010000001000(bin) = 1032(dec),1/32,32,5,1,0
000010000001001(bin) = 1033(dec),1/32,32,5,1,0
000010000001010(bin) = 1034(dec),1/32,32,5,1,0
000010000001011(bin) = 1035(dec),1/32,32,5,1,0
000010000001100(bin) = 1036(dec),1/32,32,5,1,0
000010000001101(bin) = 1037(dec),1/32,32,5,1,0
000010000001110(bin) = 1038(dec),1/32,32,5,1,0
000010000001111(bin) = 1039(dec),1/32,32,5,1,0
000010000010000(bin) = 1040(dec),1/32,32,5,1,0
000010000010001(bin) = 1041(dec),1/31,31,1,11,0
000010000010010(bin) = 1042(dec),1/31,31,1,11,0
000010000010011(bin) = 1043(dec),1/31,31,1,11,0
000010000010100(bin) = 1044(dec),1/31,31,1,11,0
000010000010101(bin) = 1045(dec),1/31,31,1,11,0
000010000010110(bin) = 1046(dec),1/31,31,1,11,0
000010000010111(bin) = 1047(dec),1/31,31,1,11,0
000010000011000(bin) = 1048(dec),1/31,31,1,11,0
000010000011001(bin) = 1049(dec),1/31,31,1,11,0
000010000011010(bin) = 1050(dec),1/31,31,1,11,0
000010000011011(bin) = 1051(dec),1/31,31,1,11,0
000010000011100(bin) = 1052(dec),1/31,31,1,11,0
000010000011101(bin) = 1053(dec),1/31,31,1,11,0
000010000011110(bin) = 1054(dec),1/31,31,1,11,0
000010000011111(bin) = 1055(dec),1/31,31,1,11,0
000010000100000(bin) = 1056(dec),1/31,31,1,11,0
000010000100001(bin) = 1057(dec),1/31,31,1,11,0
000010000100010(bin) = 1058(dec),1/31,31,1,11,0
000010000100011(bin) = 1059(dec),1/31,31,1,11,0
000010000100100(bin) = 1060(dec),1/31,31,1,11,0
000010000100101(bin) = 1061(dec),1/31,31,1,11,0
000010000100110(bin) = 1062(dec),1/31,31,1,11,0
000010000100111(bin) = 1063(dec),1/31,31,1,11,0
000010000101000(bin) = 1064(dec),1/31,31,1,11,0
000010000101001(bin) = 1065(dec),1/31,31,1,11,0
000010000101010(bin) = 1066(dec),1/31,31,1,11,0
000010000101011(bin) = 1067(dec),1/31,31,1,11,0
000010000101100(bin) = 1068(dec),1/31,31,1,11,0
000010000101101(bin) = 1069(dec),1/31,31,1,11,0
000010000101110(bin) = 1070(dec),1/31,31,1,11,0
000010000101111(bin) = 1071(dec),1/31,31,1,11,0
000010000110000(bin) = 1072(dec),1/31,31,1,11,0
000010000110001(bin) = 1073(dec),1/31,31,1,11,0
000010000110010(bin) = 1074(dec),1/31,31,1,11,0
000010000110011(bin) = 1075(dec),1/30,30,1,11,0
000010000110100(bin) = 1076(dec),1/30,30,1,11,0
000010000110101(bin) = 1077(dec),1/30,30,1,11,0
000010000110110(bin) = 1078(dec),1/30,30,1,11,0
000010000110111(bin) = 1079(dec),1/30,30,1,11,0
000010000111000(bin) = 1080(dec),1/30,30,1,11,0
000010000111001(bin) = 1081(dec),1/30,30,1,11,0
000010000111010(bin) = 1082(dec),1/30,30,1,11,0
000010000111011(bin) = 1083(dec),1/30,30,1,11,0
000010000111100(bin) = 1084(dec),1/30,30,1,11,0
000010000111101(bin) = 1085(dec),1/30,30,1,11,0
000010000111110(bin) = 1086(dec),1/30,30,1,11,0
000010000111111(bin) = 1087(dec),1/30,30,1,11,0
000010001000000(bin) = 1088(dec),1/30,30,1,11,0
000010001000001(bin) = 1089(dec),1/30,30,1,11,0
000010001000010(bin) = 1090(dec),1/30,30,1,11,0
000010001000011(bin) = 1091(dec),1/30,30,1,11,0
000010001000100(bin) = 1092(dec),1/30,30,1,11,0
000010001000101(bin) = 1093(dec),1/30,30,1,11,0
000010001000110(bin) = 1094(dec),1/30,30,1,11,0
000010001000111(bin) = 1095(dec),1/30,30,1,11,0
000010001001000(bin) = 1096(dec),1/30,30,1,11,0
000010001001001(bin) = 1097(dec),1/30,30,1,11,0
000010001001010(bin) = 1098(dec),1/30,30,1,11,0
000010001001011(bin) = 1099(dec),1/30,30,1,11,0
000010001001100(bin) = 1100(dec),1/30,30,1,11,0
000010001001101(bin) = 1101(dec),1/30,30,1,11,0
000010001001110(bin) = 1102(dec),1/30,30,1,11,0
000010001001111(bin) = 1103(dec),1/30,30,1,11,0
000010001010000(bin) = 1104(dec),1/30,30,1,11,0
000010001010001(bin) = 1105(dec),1/30,30,1,11,0
000010001010010(bin) = 1106(dec),1/30,30,1,11,0
000010001010011(bin) = 1107(dec),1/30,30,1,11,0
000010001010100(bin) = 1108(dec),1/30,30,1,11,0
000010001010101(bin) = 1109(dec),1/30,30,1,11,0
000010001010110(bin) = 1110(dec),1/30,30,1,11,0
000010001010111(bin) = 1111(dec),1/30,30,1,11,0
000010001011000(bin) = 1112(dec),1/29,29,1,5,0
000010001011001(bin) = 1113(dec),1/29,29,1,5,0
000010001011010(bin) = 1114(dec),1/29,29,1,5,0
000010001011011(bin) = 1115(dec),1/29,29,1,5,0
000010001011100(bin) = 1116(dec),1/29,29,1,5,0
000010001011101(bin) = 1117(dec),1/29,29,1,5,0
000010001011110(bin) = 1118(dec),1/29,29,1,5,0
000010001011111(bin) = 1119(dec),1/29,29,1,5,0
000010001100000(bin) = 1120(dec),1/29,29,1,5,0
000010001100001(bin) = 1121(dec),1/29,29,1,5,0
000010001100010(bin) = 1122(dec),1/29,29,1,5,0
000010001100011(bin) = 1123(dec),1/29,29,1,5,0
000010001100100(bin) = 1124(dec),1/29,29,1,5,0
000010001100101(bin) = 1125(dec),1/29,29,1,5,0
000010001100110(bin) = 1126(dec),1/29,29,1,5,0
000010001100111(bin) = 1127(dec),1/29,29,1,5,0
000010001101000(bin) = 1128(dec),1/29,29,1,5,0
000010001101001(bin) = 1129(dec),1/29,29,1,5,0
000010001101010(bin) = 1130(dec),1/29,29,1,5,0
000010001101011(bin) = 1131(dec),1/29,29,1,5,0
000010001101100(bin) = 1132(dec),1/29,29,1,5,0
000010001101101(bin) = 1133(dec),1/29,29,1,5,0
000010001101110(bin) = 1134(dec),1/29,29,1,5,0
000010001101111(bin) = 1135(dec),1/29,29,1,5,0
000010001110000(bin) = 1136(dec),1/29,29,1,5,0
000010001110001(bin) = 1137(dec),1/29,29,1,5,0
000010001110010(bin) = 1138(dec),1/29,29,1,5,0
000010001110011(bin) = 1139(dec),1/29,29,1,5,0
000010001110100(bin) = 1140(dec),1/29,29,1,5,0
000010001110101(bin) = 1141(dec),1/29,29,1,5,0
000010001110110(bin) = 1142(dec),1/29,29,1,5,0
000010001110111(bin) = 1143(dec),1/29,29,1,5,0
000010001111000(bin) = 1144(dec),1/29,29,1,5,0
000010001111001(bin) = 1145(dec),1/29,29,1,5,0
000010001111010(bin) = 1146(dec),1/29,29,1,5,0
000010001111011(bin) = 1147(dec),1/29,29,1,5,0
000010001111100(bin) = 1148(dec),1/29,29,1,5,0
000010001111101(bin) = 1149(dec),1/29,29,1,5,0
000010001111110(bin) = 1150(dec),1/29,29,1,5,0
000010001111111(bin) = 1151(dec),1/28,28,1,5,0
000010010000000(bin) = 1152(dec),1/28,28,1,5,0
000010010000001(bin) = 1153(dec),1/28,28,1,5,0
000010010000010(bin) = 1154(dec),1/28,28,1,5,0
000010010000011(bin) = 1155(dec),1/28,28,1,5,0
000010010000100(bin) = 1156(dec),1/28,28,1,5,0
000010010000101(bin) = 1157(dec),1/28,28,1,5,0
000010010000110(bin) = 1158(dec),1/28,28,1,5,0
000010010000111(bin) = 1159(dec),1/28,28,1,5,0
000010010001000(bin) = 1160(dec),1/28,28,1,5,0
000010010001001(bin) = 1161(dec),1/28,28,1,5,0
000010010001010(bin) = 1162(dec),1/28,28,1,5,0
000010010001011(bin) = 1163(dec),1/28,28,1,5,0
000010010001100(bin) = 1164(dec),1/28,28,1,5,0
000010010001101(bin) = 1165(dec),1/28,28,1,5,0
000010010001110(bin) = 1166(dec),1/28,28,1,5,0
000010010001111(bin) = 1167(dec),1/28,28,1,5,0
000010010010000(bin) = 1168(dec),1/28,28,1,5,0
000010010010001(bin) = 1169(dec),1/28,28,1,5,0
000010010010010(bin) = 1170(dec),1/28,28,1,5,0
000010010010011(bin) = 1171(dec),1/28,28,1,5,0
000010010010100(bin) = 1172(dec),1/28,28,1,5,0
000010010010101(bin) = 1173(dec),1/28,28,1,5,0
000010010010110(bin) = 1174(dec),1/28,28,1,5,0
000010010010111(bin) = 1175(dec),1/28,28,1,5,0
000010010011000(bin) = 1176(dec),1/28,28,1,5,0
000010010011001(bin) = 1177(dec),1/28,28,1,5,0
000010010011010(bin) = 1178(dec),1/28,28,1,5,0
000010010011011(bin) = 1179(dec),1/28,28,1,5,0
000010010011100(bin) = 1180(dec),1/28,28,1,5,0
000010011001010(bin) = 1226(dec),2/53,53,1,5,0
000010011001011(bin) = 1227(dec),2/53,53,1,5,0
000010011001100(bin) = 1228(dec),2/53,53,1,5,0
000010011001101(bin) = 1229(dec),2/53,53,1,5,0
000010011001110(bin) = 1230(dec),2/53,53,1,5,0
000010011001111(bin) = 1231(dec),2/53,53,1,5,0
000010011010000(bin) = 1232(dec),2/53,53,1,5,0
000010011010001(bin) = 1233(dec),2/53,53,1,5,0
000010011010010(bin) = 1234(dec),2/53,53,1,5,0
000010011010011(bin) = 1235(dec),2/53,53,1,5,0
000010011010100(bin) = 1236(dec),2/53,53,1,5,0
000010011010101(bin) = 1237(dec),2/53,53,1,5,0
000010011010110(bin) = 1238(dec),2/53,53,1,5,0
000010011010111(bin) = 1239(dec),2/53,53,1,5,0
000010011011000(bin) = 1240(dec),2/53,53,1,5,0
000010011011001(bin) = 1241(dec),2/53,53,1,5,0
000010011011010(bin) = 1242(dec),2/53,53,1,5,0
000010011011011(bin) = 1243(dec),2/53,53,1,5,0
000010011011100(bin) = 1244(dec),2/53,53,1,5,0
000010011011101(bin) = 1245(dec),2/53,53,1,5,0
000010011011110(bin) = 1246(dec),2/53,53,1,5,0
000010011011111(bin) = 1247(dec),2/53,53,1,5,0
000010011100000(bin) = 1248(dec),2/53,53,1,5,0
000010011111001(bin) = 1273(dec),2/51,51,1,11,0
000010011111010(bin) = 1274(dec),2/51,51,1,11,0
000010011111011(bin) = 1275(dec),2/51,51,1,11,0
000010011111100(bin) = 1276(dec),2/51,51,1,11,0
000010011111101(bin) = 1277(dec),2/51,51,1,11,0
000010011111110(bin) = 1278(dec),2/51,51,1,11,0
000010011111111(bin) = 1279(dec),2/51,51,1,11,0
000010100000000(bin) = 1280(dec),2/51,51,1,11,0
000010100000001(bin) = 1281(dec),2/51,51,1,11,0
000010100000010(bin) = 1282(dec),2/51,51,1,11,0
000010100000011(bin) = 1283(dec),2/51,51,1,11,0
000010100000100(bin) = 1284(dec),2/51,51,1,11,0
000010100000101(bin) = 1285(dec),2/51,51,1,11,0
000010100000110(bin) = 1286(dec),2/51,51,1,11,0
000010100000111(bin) = 1287(dec),2/51,51,1,11,0
000010100001000(bin) = 1288(dec),2/51,51,1,11,0
000010100001001(bin) = 1289(dec),2/51,51,1,11,0
000010100001010(bin) = 1290(dec),2/51,51,1,11,0
000010100001011(bin) = 1291(dec),2/51,51,1,11,0
000010100001100(bin) = 1292(dec),2/51,51,1,11,0
000010100001101(bin) = 1293(dec),2/51,51,1,11,0
000010100001110(bin) = 1294(dec),2/51,51,1,11,0
000010100001111(bin) = 1295(dec),2/51,51,1,11,0
000010100010000(bin) = 1296(dec),2/51,51,1,11,0
000010100010001(bin) = 1297(dec),2/51,51,1,11,0
000010100010010(bin) = 1298(dec),1/25,25,5,1,0
000010100010011(bin) = 1299(dec),1/25,25,5,1,0
000010100010100(bin) = 1300(dec),1/25,25,5,1,0
000010100010101(bin) = 1301(dec),1/25,25,5,1,0
000010100010110(bin) = 1302(dec),1/25,25,5,1,0
000010100010111(bin) = 1303(dec),1/25,25,5,1,0
000010100011000(bin) = 1304(dec),1/25,25,5,1,0
000010100011001(bin) = 1305(dec),1/25,25,5,1,0
000010100011010(bin) = 1306(dec),1/25,25,5,1,0
000010100011011(bin) = 1307(dec),1/25,25,5,1,0
000010100011100(bin) = 1308(dec),1/25,25,5,1,0
000010100011101(bin) = 1309(dec),1/25,25,5,1,0
000010100011110(bin) = 1310(dec),1/25,25,5,1,0
000010100011111(bin) = 1311(dec),1/25,25,5,1,0
000010100100000(bin) = 1312(dec),1/25,25,5,1,0
000010100100001(bin) = 1313(dec),1/25,25,5,1,0
000010100100010(bin) = 1314(dec),1/25,25,5,1,0
000010100100011(bin) = 1315(dec),1/25,25,5,1,0
000010100100100(bin) = 1316(dec),1/25,25,5,1,0
000010100100101(bin) = 1317(dec),1/25,25,5,1,0
000010100100110(bin) = 1318(dec),1/25,25,5,1,0
000010100100111(bin) = 1319(dec),1/25,25,5,1,0
000010100101000(bin) = 1320(dec),1/25,25,5,1,0
000010100101001(bin) = 1321(dec),1/25,25,5,1,0
000010100101010(bin) = 1322(dec),1/25,25,5,1,0
000010100101011(bin) = 1323(dec),1/25,25,5,1,0
000010100101100(bin) = 1324(dec),1/25,25,5,1,0
000010100101101(bin) = 1325(dec),2/49,49,5,1,0
000010100101110(bin) = 1326(dec),2/49,49,5,1,0
000010100101111(bin) = 1327(dec),2/49,49,5,1,0
000010100110000(bin) = 1328(dec),2/49,49,5,1,0
000010100110001(bin) = 1329(dec),2/49,49,5,1,0
000010100110010(bin) = 1330(dec),2/49,49,5,1,0
000010100110011(bin) = 1331(dec),2/49,49,5,1,0
000010100110100(bin) = 1332(dec),2/49,49,5,1,0
000010100110101(bin) = 1333(dec),2/49,49,5,1,0
000010100110110(bin) = 1334(dec),2/49,49,5,1,0
000010100110111(bin) = 1335(dec),2/49,49,5,1,0
000010100111000(bin) = 1336(dec),2/49,49,5,1,0
000010100111001(bin) = 1337(dec),2/49,49,5,1,0
000010100111010(bin) = 1338(dec),2/49,49,5,1,0
000010100111011(bin) = 1339(dec),2/49,49,5,1,0
000010100111100(bin) = 1340(dec),2/49,49,5,1,0
000010100111101(bin) = 1341(dec),2/49,49,5,1,0
000010100111110(bin) = 1342(dec),2/49,49,5,1,0
000010100111111(bin) = 1343(dec),2/49,49,5,1,0
000010101000000(bin) = 1344(dec),2/49,49,5,1,0
000010101000001(bin) = 1345(dec),2/49,49,5,1,0
000010101000010(bin) = 1346(dec),2/49,49,5,1,0
000010101000011(bin) = 1347(dec),2/49,49,5,1,0
000010101000100(bin) = 1348(dec),2/49,49,5,1,0
000010101000101(bin) = 1349(dec),2/49,49,5,1,0
000010101000110(bin) = 1350(dec),2/49,49,5,1,0
000010101000111(bin) = 1351(dec),2/49,49,5,1,0
000010101001000(bin) = 1352(dec),1/24,24,5,1,0
000010101001001(bin) = 1353(dec),1/24,24,5,1,0
000010101001010(bin) = 1354(dec),1/24,24,5,1,0
000010101001011(bin) = 1355(dec),1/24,24,5,1,0
000010101001100(bin) = 1356(dec),1/24,24,5,1,0
000010101001101(bin) = 1357(dec),1/24,24,5,1,0
000010101001110(bin) = 1358(dec),1/24,24,5,1,0
000010101001111(bin) = 1359(dec),1/24,24,5,1,0
000010101010000(bin) = 1360(dec),1/24,24,5,1,0
000010101010001(bin) = 1361(dec),1/24,24,5,1,0
000010101010010(bin) = 1362(dec),1/24,24,5,1,0
000010101010011(bin) = 1363(dec),1/24,24,5,1,0
000010101010100(bin) = 1364(dec),1/24,24,5,1,0
000010101010101(bin) = 1365(dec),1/24,24,5,1,0
000010101010110(bin) = 1366(dec),1/24,24,5,1,0
000010101010111(bin) = 1367(dec),1/24,24,5,1,0
000010101011000(bin) = 1368(dec),1/24,24,5,1,0
000010101011001(bin) = 1369(dec),1/24,24,5,1,0
000010101011010(bin) = 1370(dec),1/24,24,5,1,0
000010101011011(bin) = 1371(dec),1/24,24,5,1,0
000010101011100(bin) = 1372(dec),1/24,24,5,1,0
000010101011101(bin) = 1373(dec),1/24,24,5,1,0
000010101011110(bin) = 1374(dec),1/24,24,5,1,0
000010101011111(bin) = 1375(dec),1/24,24,5,1,0
000010101100000(bin) = 1376(dec),1/24,24,5,1,0
000010101100001(bin) = 1377(dec),1/24,24,5,1,0
000010101100010(bin) = 1378(dec),1/24,24,5,1,0
000010101100011(bin) = 1379(dec),1/24,24,5,1,0
000010110100001(bin) = 1441(dec),2/45,45,1,5,0
000010110100010(bin) = 1442(dec),2/45,45,1,5,0
000010110100011(bin) = 1443(dec),2/45,45,1,5,0
000010110100100(bin) = 1444(dec),2/45,45,1,5,0
000010110100101(bin) = 1445(dec),2/45,45,1,5,0
000010110100110(bin) = 1446(dec),2/45,45,1,5,0
000010110100111(bin) = 1447(dec),2/45,45,1,5,0
000010110101000(bin) = 1448(dec),2/45,45,1,5,0
000010110101001(bin) = 1449(dec),2/45,45,1,5,0
000010110101010(bin) = 1450(dec),2/45,45,1,5,0
000010110101011(bin) = 1451(dec),2/45,45,1,5,0
000010110101100(bin) = 1452(dec),2/45,45,1,5,0
000010110101101(bin) = 1453(dec),2/45,45,1,5,0
000010110101110(bin) = 1454(dec),2/45,45,1,5,0
000010110101111(bin) = 1455(dec),2/45,45,1,5,0
000010110110000(bin) = 1456(dec),2/45,45,1,5,0
000010110110001(bin) = 1457(dec),2/45,45,1,5,0
000010110110010(bin) = 1458(dec),2/45,45,1,5,0
000010110110011(bin) = 1459(dec),2/45,45,1,5,0
000010110110100(bin) = 1460(dec),2/45,45,1,5,0
000010110110101(bin) = 1461(dec),2/45,45,1,5,0
000010110110110(bin) = 1462(dec),2/45,45,1,5,0
000010110110111(bin) = 1463(dec),2/45,45,1,5,0
000010110111000(bin) = 1464(dec),2/45,45,1,5,0
000010110111001(bin) = 1465(dec),2/45,45,1,5,0
000010110111010(bin) = 1466(dec),2/45,45,1,5,0
000010110111011(bin) = 1467(dec),2/45,45,1,5,0
000010110111100(bin) = 1468(dec),2/45,45,1,5,0
000010110111101(bin) = 1469(dec),2/45,45,1,5,0
000010110111110(bin) = 1470(dec),2/45,45,1,5,0
000010110111111(bin) = 1471(dec),2/45,45,1,5,0
000010111000000(bin) = 1472(dec),2/45,45,1,5,0
000011000000111(bin) = 1543(dec),1/21,21,11,5,0
000011000001000(bin) = 1544(dec),1/21,21,11,5,0
000011000001001(bin) = 1545(dec),1/21,21,11,5,0
000011000001010(bin) = 1546(dec),1/21,21,11,5,0
000011000001011(bin) = 1547(dec),1/21,21,11,5,0
000011000001100(bin) = 1548(dec),1/21,21,11,5,0
000011000001101(bin) = 1549(dec),1/21,21,11,5,0
000011000001110(bin) = 1550(dec),1/21,21,11,5,0
000011000001111(bin) = 1551(dec),1/21,21,11,5,0
000011000010000(bin) = 1552(dec),1/21,21,11,5,0
000011000010001(bin) = 1553(dec),1/21,21,11,5,0
000011000010010(bin) = 1554(dec),1/21,21,11,5,0
000011000010011(bin) = 1555(dec),1/21,21,11,5,0
000011000010100(bin) = 1556(dec),1/21,21,11,5,0
000011000010101(bin) = 1557(dec),1/21,21,11,5,0
000011000010110(bin) = 1558(dec),1/21,21,11,5,0
000011000010111(bin) = 1559(dec),1/21,21,11,5,0
000011000011000(bin) = 1560(dec),1/21,21,11,5,0
000011000011001(bin) = 1561(dec),1/21,21,11,5,0
000011000011010(bin) = 1562(dec),1/21,21,11,5,0
000011000011011(bin) = 1563(dec),1/21,21,11,5,0
000011000011100(bin) = 1564(dec),1/21,21,11,5,0
000011000011101(bin) = 1565(dec),1/21,21,11,5,0
000011000011110(bin) = 1566(dec),1/21,21,11,5,0
000011000011111(bin) = 1567(dec),1/21,21,11,5,0
000011000100000(bin) = 1568(dec),1/21,21,11,5,0
000011000100001(bin) = 1569(dec),1/21,21,11,5,0
000011000100010(bin) = 1570(dec),1/21,21,11,5,0
000011000100011(bin) = 1571(dec),1/21,21,11,5,0
000011000100100(bin) = 1572(dec),1/21,21,11,5,0
000011000100101(bin) = 1573(dec),1/21,21,11,5,0
000011000100110(bin) = 1574(dec),1/21,21,11,5,0
000011000100111(bin) = 1575(dec),1/21,21,11,5,0
000011000101000(bin) = 1576(dec),1/21,21,11,5,0
000011000101001(bin) = 1577(dec),1/21,21,11,5,0
000011000101010(bin) = 1578(dec),1/21,21,11,5,0
000011000101011(bin) = 1579(dec),1/21,21,11,5,0
000011001010011(bin) = 1619(dec),1/20,20,11,5,0
000011001010101(bin) = 1621(dec),1/20,20,11,5,0
000011001010111(bin) = 1623(dec),1/20,20,11,5,0
000011001011001(bin) = 1625(dec),1/20,20,11,5,0
000011001011010(bin) = 1626(dec),1/20,20,11,5,0
000011001011011(bin) = 1627(dec),1/20,20,11,5,0
000011001011110(bin) = 1630(dec),1/20,20,11,5,0
000011001110010(bin) = 1650(dec),1/20,20,11,5,0
000011001110011(bin) = 1651(dec),1/20,20,11,5,0
000011001110100(bin) = 1652(dec),1/20,20,11,5,0
000011001110101(bin) = 1653(dec),1/20,20,11,5,0
000011001110111(bin) = 1655(dec),1/20,20,11,5,0
000011001111000(bin) = 1656(dec),1/20,20,11,5,0
000011001111001(bin) = 1657(dec),1/20,20,11,5,0
